"","BEAS-PM2.5_3_miRNA-2_07_07_11.CEL","BEAS_C1_miRNA-2_0_07_07_11.CEL","BEAS_C2_miRNA-2_0_07_07_11.CEL","BEAS_C3_miRNA-2_0_07_07_11.CEL","BEAS_PM10_1_miRNA-2_0_06.07.11.CEL","BEAS_PM10_2_miRNA-2_0_06_07_11.CEL","BEAS_PM10_3_miRNA-2_0_06_07_11.CEL","BEAS_PM2.5_1_miRNA-2_0_06_07_11.CEL","BEAS_PM2.5_2_miRNA-2_07_07_11.CEL"
"1367500_st",0.944494153608932,0.82301337078627,0.73641116241625,0.836358757953178,1.12407229445469,0.708202891594307,0.836358757953178,0.903446911560967,0.847022833883222
"1367501_st",1.23922316506451,1.32503530018767,1.28131703770146,1.27307201916592,1.28131703770146,1.84827943878816,0.837853051829244,1.20461169266818,1.28131703770146
"1367502_st",1.26859863953243,0.836358757953178,1.05701634675296,0.934344088693671,0.845434053973493,1.05701634675296,1.8178168911741,0.855463419000272,1.06836434562263
"1367503_st",1.01682213772714,1.07200311704127,1.27465253298484,1.15277155320535,0.904783069018034,1.49254543523511,1.17222020672908,0.992189246271137,0.918568989779282
"1367504_st",0.549432663129457,1.06094148522857,0.960051390555663,0.913072924553037,0.813125329016109,0.805383898929168,1.23922316506451,0.913072924553037,0.913072924553037
"1367505_st",1.03283104499414,1.08963331698896,0.950561360539723,0.91968833237356,0.950561360539723,0.950561360539723,0.950561360539723,1.21863898251413,0.662847824038212
"1367506_st",1.05144676242013,0.909806567923382,0.869239944108582,0.869239944108582,0.869239944108582,0.869239944108582,0.582313849284861,0.936366137748364,0.762891654418011
"1367507_st",1.12332557215011,0.964811780819581,0.911743279370636,1.14870846207455,1.07200311704127,1.14976318927471,0.977375339764336,0.818445147276104,0.928281450949407
"1367508_st",0.748974721361005,0.73641116241625,0.817839275370059,0.8717259949423,0.73641116241625,0.73641116241625,0.73641116241625,0.698816029906895,0.656699025257121
"1367509_st",0.748974721361005,1.13630553225257,1.21680095909505,0.977375339764337,1.12597942023468,0.900661173164477,0.935095136191084,1.24129755631044,1.00776701954591
"1367510_st",0.754078936432373,0.977375339764336,0.977375339764336,0.977375339764336,1.01683728412763,1.05226330263925,1.54474768453003,0.947677157554642,0.977375339764336
"1367511_st",1.08396054832325,1.08396054832325,1.08396054832325,1.52854073296985,1.00558698464638,0.881223427555013,1.08396054832325,1.29935683369177,0.950668057062392
"1367512_st",1.25966576269654,1.05701634675296,0.950668057062392,0.911834019477587,1.13818497987388,1.02064238366592,1.05701634675296,1.40079057920553,0.950668057062392
"1367513_st",1.15695348061009,0.862074076911942,0.97394210296764,1.1697417063807,1.23573586047744,1.15695348061009,1.27643687513552,1.15695348061009,0.961909359409393
"1367514_st",1.15291727604913,1.03143649322647,1.03143649322647,1.12100652323279,1.03143649322647,1.03143649322647,0.907231497406916,1.15091003473053,0.700787512587401
"1367515_st",0.93680250106935,1.2163844300707,0.977375339764336,1.05773636747261,0.814798379730936,0.977375339764336,1.43756863836791,0.913072924553037,0.911442779048815
"1367516_st",0.99890852705007,0.950668057062392,1.04249035427913,1.16727897962142,0.857891945238911,0.854929275500045,0.770507908646738,1.11478840091535,0.972201244348125
"1367517_st",0.989643037171402,1.07200311704127,1.27476628997396,1.1260642705034,1.07200311704127,1.07200311704127,1.07200311704127,0.981793039393619,1.07200311704127
"1367518_st",0.955260144908705,1.15695348061009,1.19247507875287,1.27642702211416,1.27126277971931,1.15695348061009,0.977375339764336,1.3004037354446,1.1898346667655
"1367519_st",0.857891945238911,1.64341757681561,0.984692063595924,0.889460891787776,1.265870704488,0.914402953664922,0.817525964334938,0.765256241364127,1.03640707500334
"1367520_st",1.10055964421233,1.53326462416831,1.05672666376788,1.10055964421233,1.10055964421233,1.10055964421233,1.10055964421233,0.879165772579874,1.10055964421233
"1367521_st",1.12936919298932,1.05050711421134,1.39326840987534,0.984163866053858,1.28131703770146,1.39923003079091,1.05050711421134,0.837606187588982,0.865563522147476
"1367522_st",0.833925084929827,0.921309121522,0.954190307677405,0.782761326226939,1.15695348061009,0.921309121522,0.86479811309599,1.03533975091816,0.778671215773198
"1367523_st",1.30880713875205,1.2006717430963,1.14352528715036,1.2006717430963,1.10137466066576,1.2006717430963,1.03847519397841,1.34325889966353,1.2006717430963
"1367524_st",0.898458569053711,1.07200311704127,0.836358757953178,1.07200311704127,1.07453369687562,0.950668057062392,1.1198266075771,1.07200311704127,1.11256974085607
"1367525_st",0.977375339764336,1.2006717430963,0.977375339764336,0.977375339764336,0.836358757953178,1.15695348061009,1.10793294138955,0.977375339764336,0.823941212502348
"1367526_st",1.23922316506451,1.03912193088587,1.78903400248767,0.913072924553037,1.28131703770146,1.0572947176834,1.07200311704127,0.785077022217549,1.07200311704127
"1367527_st",0.939763196194183,1.07200311704127,0.987052753472448,0.939394541414361,1.07200311704127,1.26170717533881,1.07200311704127,1.51941649635512,1.00314875573593
"1367528_st",0.898182385571321,0.990958497394801,0.823680068751285,1.07172693355888,0.666432974075397,1.05701634675296,1.10055964421233,1.40079057920553,0.889363265724538
"1367529_st",0.977375339764336,0.950668057062392,1.89971796270121,0.711941712853142,0.691586692542693,1.32216760459749,1.27853704693594,0.977375339764336,1.07200311704127
"1367530_st",0.857891945238911,0.64557584891024,1.0059318669354,1.2911334470738,0.977375339764336,1.15695348061009,1.0059318669354,1.2145902736085,0.774612166831649
"1367531_st",1.14459538778757,1.07200311704127,1.43404596677433,0.977375339764336,0.754445048115195,0.856040279785458,0.977375339764336,0.946249914484167,0.867774192946803
"1367532_st",1.07200311704127,0.929415960474042,1.07200311704127,1.1260642705034,1.07200311704127,0.629319734956276,1.07200311704127,1.46249571882572,1.1666308943182
"1367533_st",1.25744820352229,0.937542374116145,1.30979677513919,0.913072924553037,1.36520314733881,1.11420413625293,1.09335020954692,1.11420413625293,1.11420413625293
"1367534_st",0.907192281714397,0.996975653565989,0.950668057062392,1.14870846207455,0.950668057062392,0.850730923205262,0.977375339764336,0.907192281714397,1.07200311704127
"1367535_st",1.10866556343929,1.2006717430963,1.05998609586465,1.28840759663757,1.1815863720661,1.23922316506451,1.47054286516826,1.30292143204498,1.37979337684378
"1367536_st",0.961348588454515,1.16111409983414,1.17338522666181,1.14870846207455,1.11582727591915,1.14870846207455,1.14870846207455,1.00612130550732,1.14870846207455
"1367537_st",1.35078888322135,1.20633278408166,1.13920659044188,1.26442616437186,1.08776440223507,1.17866853480517,1.10032796117982,1.0423296011119,1.13920659044188
"1367538_st",0.977375339764336,0.74843233485971,1.73132491015602,1.17649974127839,1.17649974127839,1.17649974127839,1.41440933271074,1.32993386854038,0.950668057062392
"1367539_st",1.11055453900948,0.957693817932056,1.15277155320535,1.17958953750728,1.04529583433933,1.02828485455506,0.870309781339883,0.873657643737865,1.07200311704127
"1367540_st",0.646983921209088,0.977375339764336,0.96266694040647,1.05448576691861,0.977375339764336,1.05701634675296,0.977375339764336,1.05448576691861,0.977375339764336
"1367541_st",1.15086519581925,0.829174203925242,1.15982318456431,1.20604617513338,1.03545962747294,1.02164298290965,0.909671225013792,1.07200311704127,0.955821074618551
"1367542_st",0.760618951568655,0.771986753047177,1.09168463887355,1.26442616437186,1.11794648570591,0.895948160972825,1.21486894332155,0.913072924553037,0.900655379102208
"1367543_st",1.68268715093672,1.03687659313073,1.03143649322647,1.06431767938187,0.99784854870321,0.942670619574997,1.06431767938187,1.19703789338336,0.847844329535581
"1367544_st",0.977375339764336,0.950668057062392,0.977375339764336,1.01847531759153,0.836358757953178,0.827483752614393,0.977375339764336,1.02341860584292,1.09168463887355
"1367545_st",0.949584060560499,1.11582727591915,1.30285488004142,1.14870846207455,1.04236017238398,1.6010392462483,1.14870846207455,1.28507287690822,1.1048754816301
"1367546_st",1.29667230728125,1.14722709969169,1.17466818594283,1.14722709969169,1.07200311704127,1.07200311704127,1.17466818594283,1.17466818594283,1.17466818594283
"1367547_st",1.10866556343929,1.14308082368692,0.786758651807316,0.975387926452847,0.777347521440688,0.969770568771274,0.969770568771274,1.01360354921573,0.900087796638924
"1367548_st",1.01643616804933,0.98972888534738,1.01823682890335,1.05880345271815,1.05880345271815,1.14375381628697,1.38705756087,1.07200311704127,0.950668057062392
"1367549_a_st",0.977375339764337,0.955842152478603,1.09685873428976,1.39591041663958,1.02656962435876,1.27643687513552,1.09685873428976,1.14604316586282,0.890466614219392
"1367550_a_st",1.05333312596396,0.715428099498288,0.759638797291049,1.00004296826895,0.873953890462532,0.923226970811246,1.30225297991372,0.980723202162318,1.03334185759215
"1367551_a_st",0.856561916127027,0.913072924553037,0.833360787393908,1.16980683161985,0.7230238190593,1.05825525182841,1.06296451170298,0.913072924553037,0.836352963890908
"1415670_st",1.15695348061009,1.04965775862955,1.05870033266223,1.15695348061009,1.15695348061009,1.60226391786673,0.977375339764336,1.15695348061009,1.38472350776814
"1415671_st",0.857891945238911,1.28632007087933,1.35204167756318,1.05701634675296,1.01070875024937,1.29678852304427,1.29994523912081,1.02199014843094,1.13845151020379
"1415672_st",1.10866556343929,0.950668057062392,1.15695348061009,1.05114919033525,1.07200311704127,1.07200311704127,1.16726755404774,0.999672402198181,1.07200311704127
"1415673_st",0.869442157674825,1.19247055335509,1.06236439820238,1.38489360068568,1.19247055335509,1.72481286969555,1.35969060137833,1.32912767029598,0.847113173358155
"1415674_a_st",1.08307640168085,1.32817629543756,1.02923492057049,1.14870846207455,1.07200311704127,1.14870846207455,1.41282303067255,1.2145902736085,1.37200486540651
"1415675_st",1.03061552076099,0.73641116241625,0.73641116241625,1.32143203759663,1.03061552076099,1.03061552076099,1.01417139557055,1.35602477873642,0.944488623438199
"1415676_a_st",0.983549243217796,0.983549243217796,0.983549243217796,0.826251011962356,0.950668057062392,1.23167607744566,1.24183230755345,0.810552241083813,1.06497735617161
"1415677_st",1.93838325542498,1.39398008000191,1.17648988825703,1.23055104171916,1.10705398517819,1.05701634675296,0.845424200952132,1.17648988825703,1.37195568110402
"1415678_st",0.857891945238911,1.25075961556842,0.913197605784467,1.14870846207455,1.15695348061009,0.826304499971024,0.869239944108582,0.950668057062392,1.29602543705933
"1415679_st",0.857110117016759,1.02933862078609,1.13957188888222,0.727003961864049,0.94617193323931,1.03112229680813,0.977375339764336,0.880498350434352,0.977375339764336
"1415680_st",1.10866556343929,1.2006717430963,0.864090117714443,1.08312914688835,0.978399416823657,1.08312914688835,1.21323530204106,1.31399137144868,0.978399416823657
"1415681_st",0.823599359123909,0.93946328886521,0.797924520553466,1.03253643551006,1.15695348061009,0.796892076421964,1.06109296268112,1.17512359207728,1.03561842063121
"1415682_st",1.07200311704127,1.15343122999508,1.07200311704127,1.07200311704127,1.07200311704127,1.15695348061009,1.45333433686686,0.937960058949164,1.07200311704127
"1415683_st",1.11996249633156,0.917313080387991,1.05014186208032,0.805485729787015,1.11996249633156,0.90957165030105,1.38181032163173,1.2145902736085,1.43861259362656
"1415684_st",1.02696120165304,0.80162387469218,1.05701634675296,0.924407771126054,0.827419143421489,1.05701634675296,1.23922316506451,1.07200311704127,1.14722642440061
"1415685_st",1.08734259826469,1.08734259826469,0.929345091887792,1.02358838394313,1.28131703770146,1.50788491645854,1.08734259826469,1.08734259826469,1.2006717430963
"1415686_st",1.07200311704127,1.17211521592524,0.91400561066437,1.02003983601952,1.07200311704127,1.02035390035494,0.859944457202236,1.1666308943182,1.07200311704127
"1415687_a_st",1.26536450734277,0.893110106319731,1.03143649322647,1.03143649322647,0.90804935301771,1.07508510216243,0.950668057062392,0.779029866460931,0.815353224536341
"1415688_st",1.03650365955942,1.01091620270947,1.09168463887355,1.21690421280353,1.17311275182736,0.950668057062392,1.58878887861693,1.09168463887355,1.09168463887355
"1415689_s_st",1.13959432003614,1.00830409636118,0.988913027191302,0.913072924553037,1.10293187363812,1.00830409636118,1.00830409636118,1.12963915634006,1.17994228696264
"1415690_st",0.992362110052643,0.943829915101358,1.07832576438598,0.91936046553825,1.16084960138764,1.05701634675296,1.23922316506451,1.41577734949383,0.976824690440619
"1415691_st",1.29797006242125,1.04264418150088,0.502000818858704,1.01177115333472,1.28131703770146,1.15695348061009,1.07552536765628,1.31452740746563,1.15695348061009
"1415692_s_st",0.759638797291049,0.759638797291049,0.759638797291049,0.759638797291049,0.73641116241625,0.751897367204108,0.743100625712277,0.913072924553037,0.759638797291049
"1415693_st",1.07732133578466,0.970025613804112,0.91585527008295,1.07732133578466,1.5675695702715,1.05701634675296,0.997680328796032,1.37883868484012,1.07732133578466
"1415694_st",1.06497735617161,1.31498104220551,0.824013178823519,1.21977042285974,1.06497735617161,0.950668057062392,0.956060132293699,1.39013869007161,1.50311084799202
"1415695_st",0.977375339764336,1.38983284427273,0.808140089894506,0.977375339764336,0.90527247453143,1.01497047227369,0.977375339764336,0.977375339764336,0.93152840726837
"1415696_st",1.0345537073757,0.913072924553037,1.28532732557608,0.913072924553037,0.836358757953178,0.795530328345083,0.690142632903896,0.978954736086985,0.81481923728367
"1415697_st",0.856561916127027,0.913072924553037,0.9439459527192,1.0252824882527,0.913072924553037,0.913072924553037,0.780352710551547,0.913072924553037,0.831644811599228
"1415698_st",1.07731247362147,0.836348296273379,0.783389628418875,0.684656242780832,1.39288047143549,1.15695348061009,1.15695348061009,1.24532443713649,1.41832143927047
"1415699_a_st",0.882099670560805,1.2705707521507,0.869239944108582,0.912154815660731,0.912154815660731,1.2428037962998,0.650421977227852,0.912154815660731,1.13221290511015
"1415700_a_st",1.07200311704127,1.04620784831196,1.07200311704127,1.2721219531505,1.07200311704127,1.07200311704127,1.07200311704127,1.11462182108595,1.07200311704127
"1415701_x_st",1.33205809040968,1.4417799328851,1.24185509333816,1.29446295790032,1.54939465967587,1.25368452673281,1.72899811252941,1.21775761286704,1.54284808943659
"1415702_a_st",1.4612265991037,1.14870846207455,0.860094973452156,1.14870846207455,1.32828660292031,1.12569083498188,0.975314658218566,1.14870846207455,1.20764598287948
"1415703_st",0.997894575310771,1.25948983670057,0.818250644817837,1.12576264351969,1.14884756138314,1.08025465518064,1.10055964421233,1.10055964421233,1.11122372014238
"1415704_a_st",1.09871039974321,0.73641116241625,0.767644712438319,1.02003983601952,1.14699831691402,0.928347720697933,0.96742017606826,1.2721219531505,1.07200311704127
"1415705_st",0.978157167986489,0.869239944108582,0.950668057062392,0.618868566208295,0.842532661406638,0.65495718042692,0.869239944108582,1.3918103980204,0.983549243217796
"1415706_st",0.977375339764336,1.28973965951456,1.29132579912569,0.913072924553037,0.977375339764336,0.856040279785458,0.977375339764336,0.977375339764336,0.742539454546938
"1415707_st",1.29486586903632,1.40079057920553,1.40079057920553,1.06899108835143,1.8754823476324,1.35982335006545,1.63211027930928,1.40079057920553,1.07200311704127
"1415708_st",0.834622370039357,0.690535182021254,0.831305413104008,0.985560512831475,0.818170214537733,1.05701634675296,0.931499359369341,0.813135790695908,1.14449070531971
"1415709_s_st",1.20851156586423,1.35908100314189,0.981600602463113,1.03143649322647,1.1341334082499,0.850004792308187,0.708439943668074,0.928136713421641,1.03143649322647
"1415710_st",1.14168588917362,1.10959824955062,1.00256721396243,1.40844916126722,0.929415960474042,1.07200311704127,0.963868626159159,1.07200311704127,0.950668057062392
"1415711_st",0.829743157525083,0.802458738312754,1.43693282861146,1.12033611154283,0.931488897689542,1.03143649322647,1.15441918933868,0.779029866460931,1.63016309583995
"1415712_st",1.03143649322647,1.00472921052453,0.707049951274515,1.03143649322647,1.03143649322647,1.28092330708412,1.58458914011412,1.03143649322647,0.919625445446737
"1415713_a_st",1.01858611324427,1.32188599558905,1.11070809525838,1.98833597200913,1.30717759623118,1.32188599558905,1.27025153009332,1.24955528074596,1.40332115903987
"1415714_a_st",1.10866556343929,1.46019684688969,1.00053016778354,1.0772443343834,0.919761731619459,1.00053016778354,1.03341135393894,0.962935035274183,0.728732471848116
"1415715_st",1.2145902736085,1.2191737135026,0.842335872585457,1.52854073296985,1.17087201112229,1.07551831715926,1.35969060137833,1.2145902736085,1.30659645326551
"1415716_a_st",1.41712484554875,1.1894494653878,1.10866556343929,1.1894494653878,2.03437010959107,1.49519960851138,1.51008420215967,1.42847284441842,1.42847284441842
"1415717_st",1.10866556343929,1.35960193558453,1.31903531176973,1.09308454833028,1.2006717430963,1.83699347821913,1.02354627139099,1.35960193558453,0.870022762457232
"1415718_st",1.13400916685403,1.2006717430963,1.02451339635206,1.26442616437186,1.18807032031616,1.18807032031616,1.18807032031616,1.15047518780681,1.18807032031616
"1415719_s_st",0.889639512175119,1.25049749754397,0.889639512175119,0.890436093355838,1.15695348061009,1.03561842063121,1.04773432461128,1.21266790785538,0.900303588105164
"1415720_s_st",1.18421268074093,1.62234617256134,1.23366452074967,1.05979563564089,1.38590601644232,1.18421268074093,0.984670622509381,1.07200311704127,1.09808578341814
"1415721_a_st",0.978864698888452,1.09611026027504,1.336375293475,1.03143649322647,0.707219775423999,1.2857675199652,1.5970803069776,1.09249473741795,0.950668057062392
"1415722_a_st",1.30239996526266,1.56993052632386,1.39702774253959,1.52219594942832,0.846875778701505,1.28131703770146,1.14825354729579,1.24372190519211,1.28131703770146
"1415723_st",0.857891945238911,1.0448704445257,0.862251707196855,0.655538070873138,0.857891945238911,1.16225034984186,0.857891945238911,0.857891945238911,0.759638797291049
"1415724_a_st",1.10866556343929,1.07200311704127,0.77030304847689,1.12015193490349,0.922111529891327,0.954460520833316,1.08456667598603,1.07200311704127,1.05261204787139
"1415725_st",1.16515174240872,1.2006717430963,0.737209065773838,1.24321665234999,1.05701634675296,1.05701634675296,1.01492247411601,1.05701634675296,0.86598708698162
"1415726_st",1.02990924440432,0.99135782243611,0.964277184010615,1.02990924440432,1.07200311704127,1.02990924440432,1.23922316506451,0.858271053802855,1.02990924440432
"1415727_st",1.6975178829539,1.36301711714823,1.36055822504338,1.35223758309495,1.07200311704127,1.4732385109742,1.06757908602476,1.18160971542093,1.35469647519979
"1415728_st",0.886854513481369,0.836358757953178,1.03093413076704,0.623584989937076,0.936306353490106,0.936306353490106,0.936306353490106,1.01302052008997,1.12366622711014
"1415729_st",1.17454737497324,0.971368018969938,1.26156873961112,1.22535739996431,1.17401743491351,1.19316835045137,1.25813357106787,1.2145902736085,1.40332115903987
"1415730_st",1.10866556343929,0.939174335348937,1.10866556343929,0.964415922275248,1.1719402508984,1.40332115903987,1.10055964421233,1.07200311704127,1.07200311704127
"1415731_st",1.05701634675296,0.842759452106821,1.0590907379989,1.09705924538822,1.05701634675296,1.05701634675296,1.08372362945491,0.913072924553037,1.14902252640997
"1415732_st",1.14439262465679,1.14439262465679,1.26275619333022,1.01414624406791,1.15695348061009,1.26694694230155,1.10055964421233,0.944535015475601,1.16762025953159
"1415733_a_st",0.910435702900251,1.07200311704127,1.19333817702015,0.926820789765893,1.09944420329242,1.07200311704127,0.881954011547533,1.07200311704127,1.39616016409529
"1415734_st",1.48011927191577,0.86050186704737,0.983174125106663,1.03143649322647,1.53124816031917,1.04816451270264,1.3214343473266,1.06315128299094,1.18873472448191
"1415735_st",1.21549512941036,1.29602543705933,1.4245290689595,1.21549512941036,1.02544602391663,1.28131703770146,0.848362700683155,1.52566662402172,0.90727586096616
"1415736_st",0.846817738139122,0.787736749940956,0.952742448308329,1.17717228009385,0.813532018670265,1.09881594894432,0.977375339764336,1.13995931982116,0.876037103275048
"1415737_st",1.24185509333816,1.28789835941675,1.20870430037636,1.40405164245605,0.950668057062392,1.06813408859708,1.50929223104921,1.64053085538578,1.55292278871076
"1415738_st",0.97492548480046,1.00820885835167,1.20332610320379,1.03143649322647,1.22246575299781,0.923747467602601,1.03143649322647,0.974107601734224,1.07515475571268
"1415739_st",1.10866556343929,1.29602543705933,1.44389399773486,1.07413629481293,0.98718478061663,1.18931085804445,1.08758263587809,0.979996937384261,1.38172061484026
