Area Code,Area Name,Count,Denominator,Indicator ID,Lower CI 95.0 limit,Lower CI 99.8 limit,Parent Code,Upper CI 95.0 limit,Upper CI 99.8 limit,Value
E09000004,Bexley,1561.13,118780.0,93769,1508.733601,1464.733709,E92000001,1669.114724,1717.043867,1587.422704
E92000001,England,5226.8,2414839.0,93769,251.8345672,247.8559322,E92000001,266.0108983,270.1795993,258.8502622
E09000018,Hounslow,6769.0,218649.7407,258,3.023961435,2.983408568,E92000001,3.168939622,3.212074819,3.095818901
E06000006,Halton,992.64,62835.0,93769,1630.784294,1569.853145,E92000001,1855.755388,1923.593189,1740.627425
E06000008,Blackburn with Darwen,1190.04,151497.0,93769,965.0514204,932.7946504,E92000001,1083.495441,1119.074333,1023.003084
E92000001,England,237409.0,6415438.0,258,3.68600910006813,3.67762628299539,nan,3.71522456696254,3.72368977281227,3.70058911020573
E06000036,Bracknell Forest,128.86,65273.0,93769,180.62438404599,162.073460210186,E92000001,257.599927397141,282.658841101116,216.595467827953
E10000015,Hertfordshire,1469.17,622486.0,93769,225.011618334209,218.27415357064,E92000001,249.608136780584,256.966718112898,237.072499309565
E06000053,Isles of Scilly,115.0,2299.0,90933,4.168762883,3.768600095,E92000001,5.949172032,6.584220856,5.002174859
E06000065,North Yorkshire UA,25569.0,489192.0,258,5.164700486,5.129276476,E92000001,5.289394923,5.325923441,5.226782122
E92000001,England,218743.0,4646415.0,258,4.68855884885252,4.67750836340443,E92000001,4.72707621088878,4.73823797814376,4.70778008421546
E10000024,Nottinghamshire,4957.78,403676.0,93769,1173.025196,1153.932428,E92000001,1241.10452,1261.134445,1206.707504
E09000004,Bexley,1774.97,246637.0,93769,764.5167065,743.7671092,E92000001,839.913098,862.3953533,801.5530111
E06000062,West Northamptonshire,2674.91,211082.0,93769,1415.108074,1383.628051,E92000001,1528.500124,1562.103935,1470.99347
E06000012,North East Lincolnshire,232.55,80856.0,93769,241.4641353,223.102927,E92000001,314.1157107,337.0644667,276.023463
E08000022,North Tyneside,1761.75,204492.0,93769,804.0446687,782.1684713,E92000001,883.5487692,907.2588451,843.0961487
E06000049,Cheshire East,15617.0,322156.0,258,4.774027678,4.732039171,E92000001,4.922090826,4.965769935,4.847651448
E06000060,Buckinghamshire UA,2804.74,263555.0,93769,1140.913664,1116.196653,E92000001,1229.86536,1256.20947,1184.768518
E92000001,England,154754.0,4346680.0,258,3.54290184488567,3.5329171821655,E92000001,3.57774121883771,3.58784785081842,3.56028048993715
E09000016,Havering,6082.0,202115.0,258,2.935401745,2.894007687,E92000001,3.084324032,3.128516558,3.009177943
E06000012,North East Lincolnshire,7936.0,134478.0,258,5.776616319,5.705732632,E92000001,6.027951367,6.10279541,5.901337022
E06000011,East Riding of Yorkshire,3243.37,336323.0,93769,766.3767608,750.9920059,E92000001,821.598807,837.9230407,793.6293151
E09000011,Greenwich,17728.0,230358.0,94192,7.48064060595664,,E92000001,7.91818548736927,,7.696
E09000029,Sutton,5783.0,155037.0,258,3.636783667,3.584084919,E92000001,3.825121139,3.88141498,3.730077336
E06000002,Middlesbrough,998.44,73893.0,93769,1565.794106,1508.542527,E92000001,1777.140262,1840.861407,1668.992037
E92000001,England,49628.7099999999,5455348.0,93769,876.173099681123,871.711751260863,nan,891.781234476304,896.310565047015,883.951292024667
E92000001,England,208198.0,5104294.0,258,4.06175437488568,4.05191006467124,E92000001,4.09607368280882,4.10602069894061,4.07887946893341
E06000012,North East Lincolnshire,11684.0,162524.0,90933,7.064328116,6.993633027,E92000001,7.315362029,7.389243657,7.189092073
E06000011,East Riding of Yorkshire,13567.0,258933.0852,258,5.154344023,5.105957161,E92000001,5.325814352,5.376287306,5.239577627
E09000025,Newham,8617.0,298781.0,258,2.824607821,2.790918258,E92000001,2.944426483,2.980013931,2.884052199
E06000064,Westmorland and Furness,1918.02,226941.0,93769,628.5745591,612.0903732,E92000001,688.3646417,706.1707529,657.9646993
E09000017,Hillingdon,15861.0,301780.0,90933,5.176718516,5.131721766,E92000001,5.335772758,5.382558815,5.255815495
E92000001,England,364981.0,5483330.0,90933,6.63535961453305,6.62337332233706,E92000001,6.6770861085349,6.68916264121666,6.65619249616565
E08000001,Bolton,2048.79,287253.0,93769,783.3826351,763.6045378,E92000001,855.0146269,876.325225,818.6133843
E92000001,England,9865.63,4004353.0,93769,217.764551504735,215.257368789831,nan,226.63213352335,229.22588988797,222.165356305572
E06000010,Kingston upon Hull,1565.81,134657.0,93769,1486.0691,1442.153428,E92000001,1646.131162,1693.962422,1564.603904
E08000034,Kirklees,2858.72,433458.0,93769,682.0079418,667.4833647,E92000001,734.2605358,749.7318667,707.7729155
E92000001,England,317886.0,5065293.0,90933,6.25467986023995,6.24254932310952,E92000001,6.29692099077191,6.30915007328649,6.27576726558562
E06000015,Derby,11936.0,226247.0,258,5.184290111,5.132227122,E92000001,5.368156831,5.422605456,5.275650064
E09000014,Haringey,215.46,137080.0,93769,184.5561451,169.5597439,E92000001,244.2106631,263.119043,212.8763454
E92000001,England,,,93769,,,E92000001,,,
E92000001,England,9240.22,3929644.0,93769,208.0748854,205.6053624,E92000001,216.81501,219.3726994,212.4113525
E92000001,England,120183.0,2775557.7085,258,4.30616724995793,4.29245266493363,nan,4.35405653295146,4.36795896226726,4.33004868289879
E92000001,England,137037.0,3889560.0,258,3.50492420596263,3.49442625033662,E92000001,3.5415687333595,3.55220310144916,3.52320056767346
E08000016,Barnsley,1947.75,244201.0,93769,756.5196357,736.941528,E92000001,827.5070527,848.6426605,791.4184865
E06000019,Herefordshire,12843.0,184881.0,90933,6.831549791,6.766165189,E92000001,7.063045243,7.131246044,6.946630535
E09000017,Hillingdon,2057.79,299469.0,93769,892.4098052,869.7579224,E92000001,974.442147,998.8452045,932.7572261
E08000037,Gateshead,14685.0,196818.0,90933,7.345983501,7.280230859,E92000001,7.577665105,7.64603331,7.461207816
E92000001,England,250852.0,5506980.0,258,4.53778137025393,4.52778564859809,E92000001,4.5726111041485,4.58270103423944,4.55516453664259
E92000001,England,27577.46,3814770.0,93769,690.3180536,685.5972945,nan,706.8831765,711.7007088,698.563771
E08000019,Sheffield,3327.93,284392.0,93769,1378.84651371572,1351.46514689233,E92000001,1477.08561418245,1506.11697076202,1427.33651827743
E10000011,East Sussex,,,93769,,,E92000001,,,
E92000001,England,242262.0,6378035.0,258,3.78357245824481,3.77505857638956,nan,3.81324301282558,3.821839591576,3.7983799085455
E08000002,Bury,7490.0,157719.0,258,4.64485672,4.586043567,E92000001,4.854718523,4.916991897,4.748952251
E06000054,Wiltshire,3818.14999999998,517979.0,93769,622.480964419645,610.967909509408,E92000001,663.693836200873,675.853211723279,642.840853672403
E06000037,West Berkshire,1018.09,80354.0,93769,1195.36792435134,1152.35395568664,E92000001,1354.05769622203,1401.88242773947,1272.87240014015
E09000010,Enfield,16383.0,336557.0,90933,4.795566807,4.754483184,E92000001,4.940860003,4.983561207,4.867823281
E06000058,"Bournemouth, Christchurch and Poole",2920.37,195925.0,93769,1459.2826,1428.476244,E92000001,1570.065864,1602.858224,1513.916313
E06000004,Stockton-on-Tees,294.28,100235.0,93769,264.0922687,246.3511005,E92000001,333.2373255,354.8637087,297.1708417
E10000029,Suffolk,29836.0,619906.6688,258,4.759961238,4.729671387,E92000001,4.866428218,4.897597304,4.812982583
E92000001,England,24669.24,3761754.0,93769,642.0594216,637.4155833,nan,658.3656074,663.1101611,650.174167
E92000001,England,19220.9,1935906.0,93769,1084.321931,1075.392735,E92000001,1115.727401,1124.876331,1099.940988
E92000001,England,1885665.0,46094999.0,258,4.085108762,4.081817228,nan,4.096543841,4.099847379,4.090823388
E09000002,Barking and Dagenham,14825.0,161833.0,94192,8.8138543964675,,E92000001,9.52089383048754,,9.161
E06000055,Bedford,1154.23,173703.0,93769,716.1037186,691.939624,E92000001,804.9114358,831.6046191,759.5403966
E92000001,England,5578.8,2504081.0,93769,195.391099648087,192.402424942276,nan,206.030801262359,209.15755872106,200.65830510718
E06000047,County Durham,4227.54,516648.0,93769,746.8475683,733.7470184,E92000001,793.6688785,807.4673094,769.992049
E92000001,England,34900.72,4800878.0,93769,908.4185337,902.8773729,nan,927.8370886,933.4790978,918.0894203
E10000018,Leicestershire,751.6,351002.0,93769,182.7587275,175.1038983,E92000001,211.2927024,219.9536511,196.6404375
E06000017,Rutland,38.47,19026.0,93769,113.2739729,91.14768988,E92000001,221.3542347,259.9939699,160.8382245
E06000037,West Berkshire,1190.71,163367.0,93769,656.975112021995,635.221026159313,E92000001,736.852897229867,760.846769483321,696.057533586257
E08000012,Liverpool,2851.65,234883.0,93769,1553.313546,1519.456476,E92000001,1675.120938,1711.187739,1613.373907
E06000009,Blackpool,1063.35,70173.0,93769,1416.971553,1366.927847,E92000001,1601.346378,1656.859709,1507.066768
E08000017,Doncaster,22432.0,310863.0,90933,7.125558936,7.073960063,E92000001,7.30730878,7.360572696,7.216040507
E09000015,Harrow,13719.0,258184.0,90933,5.227782968,5.178866794,E92000001,5.400525416,5.451530461,5.313652279
E06000063,Cumberland,2453.26,273788.0,93769,734.8061952,717.839961,E92000001,796.0226519,814.1860015,764.9574222
E09000002,Barking and Dagenham,220.36,108832.0,93769,269.2109488,247.515396,E92000001,355.3769305,382.66044,310.1415351
E08000019,Sheffield,2944.13,555036.0,93769,572.6884794,560.6618058,E92000001,615.9314069,628.7301661,594.0152964
E08000022,North Tyneside,344.08,106895.0,93769,262.4960737,246.1620997,E92000001,325.5838076,345.1980454,292.7796524
E09000008,Croydon,378.9,199820.0,93769,204.5720505,192.3248047,E92000001,251.6294823,266.2091521,227.2050729
E08000029,Solihull,362.97,112382.0,93769,255.881138155959,240.208958487234,E92000001,316.236156581434,334.964345729742,284.884835149247
E08000036,Wakefield,25057.0,333555.0,90933,7.423128073,7.372336189,E92000001,7.601807192,7.654140716,7.512104451
E08000008,Tameside,5306.0,176023.0,258,2.93534779,2.89094262,E92000001,3.094982535,3.142600624,3.014378803
E08000029,Solihull,7156.0,182790.0,258,3.826715355,3.777088082,E92000001,4.00451128,4.0571763,3.914874993
E06000005,Darlington,760.76,53627.0,93769,1305.94879,1251.555088,E92000001,1508.615491,1570.112347,1404.562215
E10000034,Worcestershire,4532.4,592040.0,93769,678.7265644,667.2444411,E92000001,719.7210854,731.7933684,698.9987583
E06000003,Redcar and Cleveland,216.88,70200.0,93769,235.2291915,216.6691292,E92000001,309.0252134,332.4089002,270.2690182
E92000001,England,43709.78,3531840.0,93769,1596.83615,1588.038811,E92000001,1627.631504,1636.571763,1612.179426
E09000025,Newham,328.26,172385.0,93769,301.2751589,280.8992616,E92000001,380.1825368,404.7582157,339.1148844
E92000001,England,5138.05,2469495.0,93769,226.85142,223.24918,nan,239.68963,243.46547,233.20433
E92000001,England,285607.0,7010218.0,258,4.05954385544881,4.05114197968622,nan,4.08881227902628,4.09728894497809,4.0741529008085
E10000030,Surrey,67922.0,1193196.0,90933,5.650981307,5.627236651,E92000001,5.734119099,5.758312139,5.692442817
E06000018,Nottingham,7656.0,314064.0,258,2.384357458,2.354066432,E92000001,2.491977518,2.5240903,2.4377197
E92000001,England,287442.0,4611304.0,90933,6.21139162086935,6.19872076047159,E92000001,6.25552364967898,6.26830286219204,6.23342117544191
E09000021,Kingston upon Thames,162.59,88693.0,93769,180.181407383459,163.716430631418,E92000001,247.111341940413,268.621301533232,211.69902721696
E06000019,Herefordshire,8228.0,160229.0,258,5.027995464,4.967281608,E92000001,5.243931221,5.308023584,5.135150316
E06000003,Redcar and Cleveland,4213.0,108260.9768,258,3.777773855,3.713845434,E92000001,4.007765466,4.076825104,3.891522248
E92000001,England,117767.0,3020174.0,258,3.87757156563768,3.86506853893975,nan,3.92123545246334,3.93391273727822,3.89934487218286
E09000021,Kingston upon Thames,933.02,82068.0,93769,1472.592773,1416.761812,E92000001,1679.146599,1741.517457,1573.367112
E92000001,England,33466.87,4597371.0,93769,735.769921060171,731.200047044774,E92000001,751.78822295039,756.443048839192,743.746732007444
E92000001,England,,,93769,,,E92000001,,,
E92000001,England,,,93769,,,nan,,,
E06000057,Northumberland,2993.38,155350.0,93769,1589.741669,1556.274583,E92000001,1710.039192,1745.636437,1649.077532
E92000001,England,54115.45,4074082.0,93769,1346.190382,1339.605884,nan,1369.217879,1375.89843,1357.667573
E10000011,East Sussex,28425.0,463124.0,258,6.068842657,6.029578299,E92000001,6.207033442,6.247442024,6.137665075
E06000015,Derby,1909.85,262395.0,93769,821.4588354,799.9570039,E92000001,899.4560724,922.6860538,859.7973918
E06000021,Stoke-on-Trent,18829.0,273627.0,90933,6.78688115,6.733201406,E92000001,6.976552752,7.03213808,6.881265372
E09000013,Hammersmith and Fulham,3414.0,283510.0,258,1.164669768,1.14242563,E92000001,1.244736406,1.269048292,1.204190328
E06000031,Peterborough,1348.48,213026.0,93769,782.511571,758.0735673,E92000001,871.931274,898.7258819,826.3205805
E92000001,England,180053.0,4684205.0,258,3.82646035541868,3.81647648469282,E92000001,3.86128059822061,3.87137695855733,3.84383262474636
E06000026,Plymouth,21542.0,287964.0,90933,7.385199643,7.330707988,E92000001,7.577234975,7.633513576,7.480796211
E92000001,England,57522.77,7729933.0,93769,895.4675615,891.2240849,nan,910.3042345,914.6077374,902.8630524
E10000031,Warwickshire,36733.0,573737.0,90933,6.339360452,6.303218735,E92000001,6.46589842,6.502958498,6.402410861
E08000002,Bury,7564.0,158922.0,258,4.655945145,4.597262168,E92000001,4.86484761,4.926963855,4.759567587
E92000001,England,43932.17,3555526.0,93769,1519.44805,1511.13411,nan,1548.55057,1556.99923,1533.94803
E10000031,Warwickshire,25261.0,459021.0,258,5.437614209,5.400185244,E92000001,5.569415354,5.608014548,5.503234057
E10000003,Cambridgeshire,4430.65,330246.0,93769,1471.637638,1446.335944,E92000001,1562.00224,1588.619656,1516.318152
E08000034,Kirklees,31705.0,421703.0,90933,7.439054081,7.39378044,E92000001,7.598169356,7.644662232,7.518324508
E06000043,Brighton and Hove,8330.0,282364.0,258,2.888253832,2.853312576,E92000001,3.01291392,3.04986073,2.950092788
E92000001,England,58974.09,7683176.0,93769,943.8350937,939.4148341,E92000001,959.2883084,963.770315,951.5382008
E06000059,Dorset,3721.88,381245.0,93769,656.3072694,643.8115734,E92000001,701.0560267,714.2624958,678.4105045
E92000001,England,406294.0,6355490.0,90933,6.37381165152906,6.36288328765815,nan,6.4118484675641,6.42285516141575,6.39280370199623
E92000001,England,45184.92,3541493.0,93769,1622.6734,1613.897808,E92000001,1653.387913,1662.303704,1637.977292
E09000020,Kensington and Chelsea,2814.0,201032.0,258,1.349261893,1.321119941,E92000001,1.451731183,1.482778066,1.39977715
E08000023,South Tyneside,1258.11,71767.0,93769,1629.981119,1576.93441,E92000001,1824.454431,1882.806634,1725.189312
E92000001,England,4327.5,2315518.0,93769,175.83316,172.77997,nan,186.74143,189.95533,181.22601
E08000004,Oldham,1602.68,235021.0,93769,784.2830416,761.8751466,E92000001,865.9068634,890.2884844,824.3407931
E06000062,West Northamptonshire,2610.39,206629.0,93769,1457.745148,1424.784978,E92000001,1576.524579,1611.736703,1516.275276
E92000001,England,260632.0,6756380.0,258,3.8430736153975,3.83473842654561,E92000001,3.87211625081755,3.88052940568776,3.8575686980306
E92000001,England,49933.34,7190088.0,93769,805.3506256,801.2555712,E92000001,819.6768894,823.8341522,812.4900801
E06000033,Southend-on-Sea,280.4,93208.0,93769,252.488276852665,234.983639667243,E92000001,320.912959788721,342.355570789342,285.185966002967
E92000001,England,464243.0,7540494.0,90933,6.13953166052835,6.12967117858881,E92000001,6.17384420643154,6.18377106616519,6.15666559777118
E10000020,Norfolk,1100.98,453568.0,93769,195.4929078,188.669496,E92000001,220.6056193,228.161225,207.7692187
E92000001,England,159250.0,3307030.0,258,4.79247701719044,4.77924829793738,nan,4.83862616251944,4.85201086194847,4.81549910342513
E92000001,England,555888.0,8482853.0,90933,6.53644536738306,6.52687138431538,nan,6.56975060217696,6.57938305566204,6.55307830985637
E92000001,England,198375.0,4483612.0,258,4.40545089756317,4.39453216130123,E92000001,4.4435195648512,4.45455434504744,4.424446183122
E08000027,Dudley,17343.0,263337.0,258,6.491776933,6.438094606,E92000001,6.680885465,6.736560639,6.585857665
E08000011,Knowsley,1692.08,159243.0,93769,1097.92952476895,1067.18673608447,E92000001,1209.76527035684,1243.14013395759,1152.84181118133
E06000057,Northumberland,393.11,160698.0,93769,182.6911681,172.0458812,E92000001,223.514904,236.146979,202.3402087
E92000001,England,47861.92,4033714.0,93769,1241.207073,1234.743138,E92000001,1263.824922,1270.389171,1252.477816
E09000017,Hillingdon,6047.0,247184.0,258,2.386039688,2.352205392,E92000001,2.507809431,2.543957968,2.446355751
E06000039,Slough,4396.0,136936.0,258,3.118157546,3.066182154,E92000001,3.304370702,3.360459698,3.210258807
E92000001,England,142988.0,3869847.0,258,3.6761779496215,3.66540778887359,nan,3.71376686155929,3.72467362305929,3.69492644024428
E06000024,North Somerset,1407.49,215850.0,93769,520.6060049,504.6831955,E92000001,578.8011687,596.2252874,549.129755
E06000066,Somerset UA,21590.0,463390.0,258,4.598787919,4.564419629,E92000001,4.720067045,4.755615326,4.659142407
E92000001,England,20931.41,1843176.0,93769,1186.841276,1177.481888,E92000001,1219.740451,1229.320426,1203.206866
E06000055,Bedford,4705.0,128928.1435,258,3.548382507,3.491221143,E92000001,3.752366026,3.813857597,3.649319592
E08000013,St. Helens,1427.61,90663.0,93769,1490.562634,1444.97489,E92000001,1657.115425,1706.969582,1572.208376
E10000003,Cambridgeshire,36150.0,561459.0,94192,6.25644470399544,,E92000001,6.62677723258412,,6.439
E10000008,Devon,6944.58,826319.0,93769,643.861753,634.9856893,E92000001,675.3744728,684.6171526,659.4783739
E92000001,England,31471.3999999999,2623430.0,93769,1613.16903827094,1602.68071778568,nan,1649.94488856919,1660.63433153306,1631.48039640467
E09000012,Hackney,261.88,141721.0,93769,280.9908395,259.829228,E92000001,364.0671267,390.1746907,320.6258846
E08000023,South Tyneside,1507.68,148368.0,93769,911.7698293,884.8911787,E92000001,1009.830336,1039.153501,959.8658982
E92000001,England,437891.0,6893231.0,90933,6.33429480724484,6.32383090377721,nan,6.37071034057744,6.38124653029977,6.35247825003978
E92000001,England,,,93769,,,nan,,,
E06000008,Blackburn with Darwen,4708.0,129614.0,258,3.531535434,3.475062993,E92000001,3.735211099,3.795992331,3.632323669
E92000001,England,8740.4,3669946.0,93769,261.931166,258.7424073,nan,273.2232993,276.5291757,267.5326032
E06000055,Bedford,1271.98,175537.0,93769,778.1600158,753.1654494,E92000001,869.7637859,897.2438104,823.0116572
E06000020,Telford and Wrekin,6707.0,145583.0,258,4.500406722,4.440131051,E92000001,4.71539868,4.779434128,4.606993948
E08000037,Gateshead,1560.65,201359.0,93769,750.8094706,729.0936795,E92000001,829.9648929,853.6202471,789.6460291
E09000024,Merton,183.7,110638.0,93769,177.0893419,161.7541182,E92000001,238.8192925,258.5350178,206.2649495
E92000001,England,9240.22,3929644.0,93769,208.0748854,205.6053624,nan,216.81501,219.3726994,212.4113525
E92000001,England,27939.76,3499749.0,93769,901.981894,895.8486523,nan,923.5017672,929.7599104,912.6942776
E06000046,Isle of Wight,11041.0,138969.0,90933,7.803682997,7.723494047,E92000001,8.087911193,8.171764663,7.94493736
E08000002,Bury,1612.57,192900.0,93769,848.6778619,824.5399484,E92000001,936.5900755,962.8472637,891.824207
E08000015,Wirral,3086.48,320643.0,93769,854.0580354,836.5393722,E92000001,916.994337,935.6105392,885.1073725
E08000021,Newcastle upon Tyne,11905.0,288774.0,258,4.050691681,4.009750562,E92000001,4.195439629,4.238295436,4.122601065
E06000041,Wokingham,114.45,83127.0,93769,117.9423092,105.0632774,E92000001,172.0031025,189.7279383,143.0968768
E08000003,Manchester,12961.0,458709.8967,258,2.777985253,2.750918912,E92000001,2.873687641,2.901991644,2.825533108
E09000025,Newham,1764.71,344570.0,93769,1028.966978,998.8958183,E92000001,1138.249472,1170.839284,1082.646065
E09000001,City of London,319.0,10033.0,90933,2.854483666,2.683581485,E92000001,3.531987642,3.759005606,3.179507625
E92000001,England,52193.33,7183668.0,93769,873.2460689,868.8976553,E92000001,888.4557896,892.8688027,880.8263422
E10000018,Leicestershire,4388.13,344088.0,93769,1277.716616,1255.495246,E92000001,1357.091245,1380.473897,1316.961037
E09000030,Tower Hamlets,19595.0,255045.0,94192,7.26503956439105,,E92000001,8.22720610597346,,7.683
E06000031,Peterborough,11415.0,213704.0,90933,5.246882811,5.193166285,E92000001,5.43732973,5.493568389,5.341500393
E92000001,England,,,93769,,,E92000001,,,
E92000001,England,180434.0,4617799.0,258,3.8897243513366,3.87958942904769,E92000001,3.92507099286693,3.93531986536187,3.90735932854592
E06000042,Milton Keynes,18546.0,304390.0,90933,6.008334437,5.960258492,E92000001,6.178180186,6.227998704,6.092841421
E06000036,Bracknell Forest,83.85,62296.0,93769,119.3405548,104.0194027,E92000001,185.886382,208.1587983,149.9145258
E06000014,York,6265.0,186214.64,258,3.283240177,3.237764124,E92000001,3.447026283,3.495517965,3.364397128
E09000004,Bexley,6192.0,190985.0,258,3.163535604,3.119198959,E92000001,3.322183616,3.36946788,3.242139435
E09000012,Hackney,15395.0,323582.0,90933,4.68484651,4.643353642,E92000001,4.831330051,4.874509246,4.757681206
E08000036,Wakefield,391.56,179863.0,93769,189.9510969,178.9183224,E92000001,232.2694617,245.365809,210.3179554
E10000019,Lincolnshire,52947.0,744153.0,90933,7.056845691,7.023532699,E92000001,7.173622149,7.207632262,7.115069079
E06000005,Darlington,628.13,106827.0,93769,515.5960926,491.9904652,E92000001,604.1991447,631.2207594,558.5886704
E92000001,England,27539.24,3512104.0,93769,862.0119041,856.1115483,E92000001,882.7163955,888.7377905,872.318067
E10000016,Kent,11960.33,1578552.0,93769,715.9742583,708.5378636,E92000001,742.2282612,749.8974712,729.0125682
E06000052,Cornwall,3681.67,271576.0,93769,1163.046242,1141.00116,E92000001,1242.006537,1265.312613,1202.045341
E08000013,St. Helens,1610.85,183394.0,93769,791.7817929,769.2222103,E92000001,873.9477747,898.4891633,832.1075462
E92000001,England,41130.34,3428954.0,93769,1481.16258650934,1472.77722175967,E92000001,1510.52426224245,1519.05009879009,1495.78995415463
E10000030,Surrey,36226.0,1016831.0,258,3.526777264,3.506252776,E92000001,3.598765356,3.619839907,3.562637252
E92000001,England,206494.0,4630136.2935,258,4.44101820259205,4.43023162743634,nan,4.47862201176391,4.48952087143803,4.45978232411616
E06000015,Derby,9787.0,214723.2,258,4.47055943,4.420844059,E92000001,4.646596876,4.698864063,4.557961133
E06000044,Portsmouth,5661.0,167490.5968,258,3.294437748,3.245967313,E92000001,3.46698079,3.518802896,3.379891234
E92000001,England,60947.63,7831997.0,93769,940.00327,935.67961,nan,955.11679,959.49985,947.53742
E08000008,Tameside,300.11,115036.0,93769,243.5951451,227.3876606,E92000001,306.6885327,326.4068635,273.7919828
E10000030,Surrey,35753.0,1005749.0,258,3.518856576,3.498255125,E92000001,3.591140737,3.612298401,3.554863092
E09000014,Haringey,254.81,141091.0,93769,232.4130863,215.0106119,E92000001,300.8526357,322.3853128,265.0433889
E09000002,Barking and Dagenham,5875.0,193691.0,258,2.957745264,2.915066588,E92000001,3.110046687,3.155644119,3.033181717
E06000036,Bracknell Forest,113.2,63416.0,93769,162.3568798,144.5332583,E92000001,237.2558948,261.8296016,197.1931476
E06000047,County Durham,3446.46,252963.0,93769,1334.04152,1307.760135,E92000001,1428.278107,1456.114855,1380.566406
E92000001,England,6620.77,2705445.0,93769,227.228178444386,224.051519959831,E92000001,238.512705608687,241.823814943662,232.819192069353
E92000001,England,6224.42,2710801.0,93769,223.3451251,220.127435,E92000001,234.7840664,238.1423132,229.0110144
E92000001,England,32092.6399999999,3581837.0,93769,984.088981654553,977.852739164936,E92000001,1005.953168366,1012.30782106087,994.975996898523
E08000010,Wigan,1728.16,162463.0,93769,1081.365595,1050.899659,E92000001,1192.137942,1225.183645,1135.766214
E92000001,England,21744.72,2062302.0,93769,1011.632153,1003.821802,nan,1039.079315,1047.070226,1025.28698
E06000044,Portsmouth,5066.0,178297.0,258,2.764989755,2.722278017,E92000001,2.919223464,2.965118227,2.841326551
E09000009,Ealing,6812.0,326589.0,258,2.037246123,2.009959937,E92000001,2.13522745,2.16427783,2.085802033
E06000050,Cheshire West and Chester,2731.73,361694.0,93769,663.3510828,648.8819965,E92000001,715.4483405,730.883009,689.0311726
E92000001,England,60947.63,7831997.0,93769,940.00327,935.67961,E92000001,955.11679,959.49985,947.53742
E92000001,England,180434.0,4617799.0,258,3.8897243513366,3.87958942904769,nan,3.92507099286693,3.93531986536187,3.90735932854592
E09000027,Richmond upon Thames,147.81,101295.0,93769,143.7017925,129.7668321,E92000001,200.8085949,219.2556078,170.5122875
E06000033,Southend-on-Sea,11107.0,177341.0,90933,6.151292538,6.087660866,E92000001,6.376277938,6.442889537,6.263075093
E08000022,North Tyneside,2578.36,211769.0,93769,1094.99028509337,1070.42037469554,E92000001,1183.5547735005,1209.81416243315,1138.62762807162
E08000009,Trafford,1693.42,237480.0,93769,721.843387594446,701.804382831118,E92000001,794.739641109264,816.493595703069,757.636317558385
E09000019,Islington,711.29,106009.0,93769,1230.466336,1174.763801,E92000001,1438.529631,1501.772612,1331.609931
E08000037,Gateshead,9523.0,166434.7648,258,5.611077989,5.548402202,E92000001,5.833983004,5.899871101,5.721761323
E10000017,Lancashire,46956.0,935521.966,258,4.975170073,4.949913416,E92000001,5.063569559,5.089406312,5.019230088
E06000011,East Riding of Yorkshire,22942.0,289159.0,94192,7.70530691877085,,E92000001,8.16838350825979,,7.934
E09000009,Ealing,2194.04,180023.0,93769,1917.335356,1869.246589,E92000001,2091.245485,2142.929949,2002.917453
E08000001,Bolton,313.29,151180.0,93769,195.9180843,183.178879,E92000001,245.3844656,260.8181695,219.615531
E09000024,Merton,4680.0,174151.0,258,2.612330477,2.570042419,E92000001,2.763919716,2.809476666,2.68732307
E09000029,Sutton,11919.0,197342.0,90933,5.935519043,5.8760623,E92000001,6.145303043,6.207450627,6.039768524
E10000016,Kent,9181.57,1567971.0,93769,554.0308156,547.458647,E92000001,577.2925177,584.1000872,565.5719682
E10000013,Gloucestershire,3136.96,308137.0,93769,993.6571184,973.3449778,E92000001,1066.608094,1088.182162,1029.651076
E06000062,West Northamptonshire,23357.0,344495.0,94192,6.60068881713969,,E92000001,6.96966084009041,,6.78
E08000026,Coventry,14004.0,327176.0,258,4.211445283,4.172250278,E92000001,4.349901246,4.390780712,4.280265056
E92000001,England,4301.33,1999949.0,93769,188.635257,185.3475883,E92000001,200.3823024,203.8435573,194.4425749
E06000032,Luton,301.79,113349.0,93769,314.752152985208,293.652342617361,E92000001,396.863359393193,422.519632142164,354.055933367024
E92000001,England,40569.75,7204287.0,93769,661.1872526,657.4545857,nan,674.2581933,678.0538243,667.6987556
E06000039,Slough,3677.0,124496.0,258,2.860646213,2.808710144,E92000001,3.04859826,3.105082476,2.953508546
E06000004,Stockton-on-Tees,307.41,102586.0,93769,256.361207307766,239.494813992755,E92000001,321.926201789918,342.397735846842,287.757775415853
E92000001,England,49855.73,6974914.0,93769,701.8138964,698.2474477,E92000001,714.2909543,717.9116238,708.0317881
E08000008,Tameside,346.47,117256.0,93769,273.7965977,256.8741351,E92000001,339.1322499,359.4402052,305.1637522
E09000031,Waltham Forest,1072.64,136881.0,93769,1367.918015,1317.882277,E92000001,1552.214311,1607.693707,1457.983951
E10000024,Nottinghamshire,7048.24,826132.0,93769,765.628486,755.2577056,E92000001,802.4414994,813.2374021,783.8729562
E10000030,Surrey,1357.52,617574.0,93769,195.9310951,189.8072429,E92000001,218.3344689,225.0467863,206.9078376
E92000001,England,31824.97,2465994.0,93769,1351.334579,1342.700757,E92000001,1381.606029,1390.40448,1366.40763
