Area Code,Area Name,Year,Sex,Age,Respiratory (%),Type 2 Diabetes (%),CKD (%),Alcohol-related CVD (rate)
E06000039,Slough,2017,Female,All ages,,,,301.7624252
E06000039,Slough,2017,Male,All ages,,,,1817.023992
E06000039,Slough,2017,Persons,18+ yrs,,,3.060106505,
E06000039,Slough,2017,Persons,All ages,,,,1005.969349
E06000039,Slough,2018,Female,All ages,,,,316.6048489
E06000039,Slough,2018,Male,All ages,,,,1899.335302
E06000039,Slough,2018,Persons,18+ yrs,,,3.156598231,
E06000039,Slough,2018,Persons,All ages,,,,1052.834918
E06000039,Slough,2019,Female,All ages,,,,300.4543203
E06000039,Slough,2019,Male,All ages,,,,1837.936479
E06000039,Slough,2019,Persons,18+ yrs,,,3.04121746,
E06000039,Slough,2019,Persons,All ages,,,,1017.379305
E06000039,Slough,2020,Female,All ages,,,,232.3764348
E06000039,Slough,2020,Male,All ages,,,,1398.172448
E06000039,Slough,2020,Persons,18+ yrs,,,2.953508546,
E06000039,Slough,2020,Persons,6+ yrs,5.42771984,,,
E06000039,Slough,2020,Persons,All ages,,,,773.147679
E06000039,Slough,2021,Female,All ages,,,,263.3189684
E06000039,Slough,2021,Male,All ages,,,,1752.797558
E06000039,Slough,2021,Persons,16+ yrs,,9.68,,
E06000039,Slough,2021,Persons,18+ yrs,,,2.903233433,
E06000039,Slough,2021,Persons,6+ yrs,5.493188978,,,
E06000039,Slough,2021,Persons,All ages,,,,961.623994
E06000039,Slough,2022,Persons,18+ yrs,,,3.105957253,
E06000039,Slough,2022,Persons,6+ yrs,5.478164833,,,
E06000039,Slough,2023,Female,All ages,,,,258.923914079377
E06000039,Slough,2023,Male,All ages,,,,1563.79308208295
E06000039,Slough,2023,Persons,18+ yrs,,,3.210258807,
E06000039,Slough,2023,Persons,6+ yrs,5.371096055,,,
E06000039,Slough,2023,Persons,All ages,,,,876.079405471399
E06000040,Windsor and Maidenhead,2012,Persons,18+ yrs,,,3.299593728,
E06000040,Windsor and Maidenhead,2014,Persons,18+ yrs,,,3.238486409,
E06000040,Windsor and Maidenhead,2015,Persons,18+ yrs,,,3.341299545,
E06000040,Windsor and Maidenhead,2016,Female,All ages,,,,189.5467393
E06000040,Windsor and Maidenhead,2016,Male,All ages,,,,1199.638584
E06000040,Windsor and Maidenhead,2016,Persons,18+ yrs,,,3.48767109,
E06000040,Windsor and Maidenhead,2016,Persons,All ages,,,,645.929726
E06000040,Windsor and Maidenhead,2017,Female,All ages,,,,186.1136427
E06000040,Windsor and Maidenhead,2017,Male,All ages,,,,1256.47999
E06000040,Windsor and Maidenhead,2017,Persons,18+ yrs,,,3.76229,
E06000040,Windsor and Maidenhead,2017,Persons,All ages,,,,674.541213
E06000040,Windsor and Maidenhead,2018,Female,All ages,,,,200.4630124
E06000040,Windsor and Maidenhead,2018,Male,All ages,,,,1348.951719
E06000040,Windsor and Maidenhead,2018,Persons,18+ yrs,,,3.832184527,
E06000040,Windsor and Maidenhead,2018,Persons,All ages,,,,724.4224976
E06000040,Windsor and Maidenhead,2019,Female,All ages,,,,193.6478569
E06000040,Windsor and Maidenhead,2019,Male,All ages,,,,1278.629676
E06000040,Windsor and Maidenhead,2019,Persons,18+ yrs,,,3.808384787,
E06000040,Windsor and Maidenhead,2019,Persons,All ages,,,,689.2406153
E06000040,Windsor and Maidenhead,2020,Female,All ages,,,,144.1220435
E06000040,Windsor and Maidenhead,2020,Male,All ages,,,,990.4750726
E06000040,Windsor and Maidenhead,2020,Persons,18+ yrs,,,4.285714286,
E06000040,Windsor and Maidenhead,2020,Persons,6+ yrs,5.57644494,,,
E06000040,Windsor and Maidenhead,2020,Persons,All ages,,,,527.687928
E06000040,Windsor and Maidenhead,2021,Female,All ages,,,,190.5564123
E06000040,Windsor and Maidenhead,2021,Male,All ages,,,,1263.662446
E06000040,Windsor and Maidenhead,2021,Persons,16+ yrs,,6.438,,
E06000040,Windsor and Maidenhead,2021,Persons,18+ yrs,,,4.38751024,
E06000040,Windsor and Maidenhead,2021,Persons,6+ yrs,5.81089673,,,
E06000040,Windsor and Maidenhead,2021,Persons,All ages,,,,680.8928271
E06000040,Windsor and Maidenhead,2022,Persons,18+ yrs,,,4.349505949,
E06000040,Windsor and Maidenhead,2022,Persons,6+ yrs,5.838605973,,,
E06000040,Windsor and Maidenhead,2023,Female,All ages,,,,163.750007925966
E06000040,Windsor and Maidenhead,2023,Male,All ages,,,,1209.49511805334
E06000040,Windsor and Maidenhead,2023,Persons,18+ yrs,,,4.47324946,
E06000040,Windsor and Maidenhead,2023,Persons,6+ yrs,5.819718041,,,
E06000040,Windsor and Maidenhead,2023,Persons,All ages,,,,645.190305677893
E06000041,Wokingham,2012,Persons,18+ yrs,,,3.747161984,
E06000041,Wokingham,2014,Persons,18+ yrs,,,3.782054348,
E06000041,Wokingham,2015,Persons,18+ yrs,,,3.768545994,
E06000041,Wokingham,2016,Female,All ages,,,,143.0968768
E06000041,Wokingham,2016,Male,All ages,,,,965.5804065
E06000041,Wokingham,2016,Persons,18+ yrs,,,3.812000069,
E06000041,Wokingham,2016,Persons,All ages,,,,514.1890451
E06000041,Wokingham,2017,Female,All ages,,,,150.9041098
E06000041,Wokingham,2017,Male,All ages,,,,989.5750749
E06000041,Wokingham,2017,Persons,18+ yrs,,,4.13004153,
E06000041,Wokingham,2017,Persons,All ages,,,,529.4740457
E06000041,Wokingham,2018,Female,All ages,,,,143.3173247
E06000041,Wokingham,2018,Male,All ages,,,,900.3826031
E06000041,Wokingham,2018,Persons,18+ yrs,,,4.229463623,
E06000041,Wokingham,2018,Persons,All ages,,,,487.6598837
E06000041,Wokingham,2019,Female,All ages,,,,159.5301715
E06000041,Wokingham,2019,Male,All ages,,,,1009.240272
E06000041,Wokingham,2019,Persons,18+ yrs,,,4.186566489,
E06000041,Wokingham,2019,Persons,All ages,,,,546.2038336
E06000041,Wokingham,2020,Female,All ages,,,,143.0536537
E06000041,Wokingham,2020,Male,All ages,,,,901.0492788
E06000041,Wokingham,2020,Persons,18+ yrs,,,4.553793204,
E06000041,Wokingham,2020,Persons,6+ yrs,6.417375034,,,
E06000041,Wokingham,2020,Persons,All ages,,,,487.4395687
E06000041,Wokingham,2021,Female,All ages,,,,162.5429849
E06000041,Wokingham,2021,Male,All ages,,,,1185.254454
E06000041,Wokingham,2021,Persons,16+ yrs,,5.661,,
E06000041,Wokingham,2021,Persons,18+ yrs,,,4.32512401,
E06000041,Wokingham,2021,Persons,6+ yrs,6.479596814,,,
E06000041,Wokingham,2021,Persons,All ages,,,,630.8067111
E06000041,Wokingham,2022,Female,All ages,,,,166.57044
E06000041,Wokingham,2022,Male,All ages,,,,1121.96048
E06000041,Wokingham,2022,Persons,18+ yrs,,,4.275137701,
E06000041,Wokingham,2022,Persons,6+ yrs,6.455479889,,,
E06000041,Wokingham,2022,Persons,All ages,,,,605.10986
E06000041,Wokingham,2023,Female,All ages,,,,174.449857078939
E06000041,Wokingham,2023,Male,All ages,,,,1233.66807064624
E06000041,Wokingham,2023,Persons,18+ yrs,,,4.373041593,
E06000041,Wokingham,2023,Persons,6+ yrs,6.342646098,,,
E06000041,Wokingham,2023,Persons,All ages,,,,662.421900332646
E06000042,Milton Keynes,2012,Persons,18+ yrs,,,2.570576716,
E06000042,Milton Keynes,2014,Persons,18+ yrs,,,2.552750685,
E06000042,Milton Keynes,2015,Persons,18+ yrs,,,2.579199574,
E06000042,Milton Keynes,2016,Female,All ages,,,,237.5782973
E06000042,Milton Keynes,2016,Male,All ages,,,,1540.738551
E06000042,Milton Keynes,2016,Persons,18+ yrs,,,2.538939996,
E06000042,Milton Keynes,2016,Persons,All ages,,,,827.0427012
E06000042,Milton Keynes,2017,Female,All ages,,,,245.4029409
E06000042,Milton Keynes,2017,Male,All ages,,,,1556.6493
E06000042,Milton Keynes,2017,Persons,18+ yrs,,,2.415158444,
E06000042,Milton Keynes,2017,Persons,All ages,,,,835.5998621
E06000042,Milton Keynes,2018,Female,All ages,,,,243.7223006
E06000042,Milton Keynes,2018,Male,All ages,,,,1573.525858
E06000042,Milton Keynes,2018,Persons,18+ yrs,,,2.353725818,
E06000042,Milton Keynes,2018,Persons,All ages,,,,843.6314499
E06000042,Milton Keynes,2019,Female,All ages,,,,241.4131761
E06000042,Milton Keynes,2019,Male,All ages,,,,1537.322242
E06000042,Milton Keynes,2019,Persons,18+ yrs,,,2.294518696,
E06000042,Milton Keynes,2019,Persons,All ages,,,,827.3940882
E06000042,Milton Keynes,2020,Female,All ages,,,,172.3856877
E06000042,Milton Keynes,2020,Male,All ages,,,,1169.308477
E06000042,Milton Keynes,2020,Persons,18+ yrs,,,2.191353439,
E06000042,Milton Keynes,2020,Persons,6+ yrs,5.939862174,,,
E06000042,Milton Keynes,2020,Persons,All ages,,,,622.522053
E06000042,Milton Keynes,2021,Female,All ages,,,,221.2070684
E06000042,Milton Keynes,2021,Male,All ages,,,,1427.909977
E06000042,Milton Keynes,2021,Persons,16+ yrs,,6.872,,
E06000042,Milton Keynes,2021,Persons,18+ yrs,,,2.12193783,
E06000042,Milton Keynes,2021,Persons,6+ yrs,6.092841421,,,
E06000042,Milton Keynes,2021,Persons,All ages,,,,770.6574905
E06000042,Milton Keynes,2022,Female,All ages,,,,211.4510639
E06000042,Milton Keynes,2022,Male,All ages,,,,1354.264716
E06000042,Milton Keynes,2022,Persons,18+ yrs,,,2.16309046,
E06000042,Milton Keynes,2022,Persons,6+ yrs,5.997673715,,,
E06000042,Milton Keynes,2022,Persons,All ages,,,,731.0149851
E06000042,Milton Keynes,2023,Female,All ages,,,,201.950673820155
E06000042,Milton Keynes,2023,Male,All ages,,,,1456.91154147209
E06000042,Milton Keynes,2023,Persons,18+ yrs,,,2.270236183,
E06000042,Milton Keynes,2023,Persons,6+ yrs,5.958521101,,,
E06000042,Milton Keynes,2023,Persons,All ages,,,,773.418707085448
E06000043,Brighton and Hove,2012,Persons,18+ yrs,,,3.76799563,
E06000043,Brighton and Hove,2014,Persons,18+ yrs,,,3.471599919,
E06000043,Brighton and Hove,2015,Persons,18+ yrs,,,3.274728433,
E06000043,Brighton and Hove,2016,Female,All ages,,,,155.5605645
E06000043,Brighton and Hove,2016,Male,All ages,,,,982.9999449
E06000043,Brighton and Hove,2016,Persons,18+ yrs,,,3.173207387,
E06000043,Brighton and Hove,2016,Persons,All ages,,,,533.2458628
E06000043,Brighton and Hove,2017,Female,All ages,,,,163.7295567
E06000043,Brighton and Hove,2017,Male,All ages,,,,967.0666438
E06000043,Brighton and Hove,2017,Persons,18+ yrs,,,3.146758977,
E06000043,Brighton and Hove,2017,Persons,All ages,,,,531.3600609
E06000043,Brighton and Hove,2018,Female,All ages,,,,143.7681847
E06000043,Brighton and Hove,2018,Male,All ages,,,,860.8633879
E06000043,Brighton and Hove,2018,Persons,18+ yrs,,,2.975091003,
E06000043,Brighton and Hove,2018,Persons,All ages,,,,470.4967823
E06000043,Brighton and Hove,2019,Female,All ages,,,,145.5950244
E06000043,Brighton and Hove,2019,Male,All ages,,,,884.8618285
E06000043,Brighton and Hove,2019,Persons,18+ yrs,,,2.85369157,
E06000043,Brighton and Hove,2019,Persons,All ages,,,,484.3101389
E06000043,Brighton and Hove,2020,Female,All ages,,,,104.0271586
E06000043,Brighton and Hove,2020,Male,All ages,,,,614.1155653
E06000043,Brighton and Hove,2020,Persons,18+ yrs,,,2.732019712,
E06000043,Brighton and Hove,2020,Persons,6+ yrs,5.743663675,,,
E06000043,Brighton and Hove,2020,Persons,All ages,,,,336.0073382
E06000043,Brighton and Hove,2021,Female,All ages,,,,120.463722
E06000043,Brighton and Hove,2021,Male,All ages,,,,750.4477854
E06000043,Brighton and Hove,2021,Persons,16+ yrs,,6.637,,
E06000043,Brighton and Hove,2021,Persons,18+ yrs,,,2.639956211,
E06000043,Brighton and Hove,2021,Persons,6+ yrs,5.853749885,,,
E06000043,Brighton and Hove,2021,Persons,All ages,,,,407.6362023
E06000043,Brighton and Hove,2022,Female,All ages,,,,139.7252254
E06000043,Brighton and Hove,2022,Male,All ages,,,,841.5000437
E06000043,Brighton and Hove,2022,Persons,18+ yrs,,,2.874093464,
E06000043,Brighton and Hove,2022,Persons,6+ yrs,5.996454863,,,
E06000043,Brighton and Hove,2022,Persons,All ages,,,,462.9246361
E06000043,Brighton and Hove,2023,Female,All ages,,,,160.467913997401
E06000043,Brighton and Hove,2023,Male,All ages,,,,978.945242916666
E06000043,Brighton and Hove,2023,Persons,18+ yrs,,,2.950092788,
E06000043,Brighton and Hove,2023,Persons,6+ yrs,6.061061108,,,
E06000043,Brighton and Hove,2023,Persons,All ages,,,,536.339471293405
E06000044,Portsmouth,2012,Persons,18+ yrs,,,3.379891234,
E06000044,Portsmouth,2014,Persons,18+ yrs,,,2.989993868,
E06000044,Portsmouth,2015,Persons,18+ yrs,,,3.138997982,
E06000044,Portsmouth,2016,Female,All ages,,,,196.4399455
E06000044,Portsmouth,2016,Male,All ages,,,,1179.628005
E06000044,Portsmouth,2016,Persons,18+ yrs,,,2.943180051,
E06000044,Portsmouth,2016,Persons,All ages,,,,641.6006226
E06000044,Portsmouth,2017,Female,All ages,,,,194.9071357
E06000044,Portsmouth,2017,Male,All ages,,,,1126.387427
E06000044,Portsmouth,2017,Persons,18+ yrs,,,3.124232478,
E06000044,Portsmouth,2017,Persons,All ages,,,,616.3759749
E06000044,Portsmouth,2018,Female,All ages,,,,208.02985
E06000044,Portsmouth,2018,Male,All ages,,,,1215.85326
E06000044,Portsmouth,2018,Persons,18+ yrs,,,2.994008663,
E06000044,Portsmouth,2018,Persons,All ages,,,,665.4683387
E06000044,Portsmouth,2019,Female,All ages,,,,214.9682455
E06000044,Portsmouth,2019,Male,All ages,,,,1254.687745
E06000044,Portsmouth,2019,Persons,18+ yrs,,,2.909747572,
E06000044,Portsmouth,2019,Persons,All ages,,,,688.4570746
E06000044,Portsmouth,2020,Female,All ages,,,,174.3036433
E06000044,Portsmouth,2020,Male,All ages,,,,1081.692756
E06000044,Portsmouth,2020,Persons,18+ yrs,,,2.841326551,
E06000044,Portsmouth,2020,Persons,6+ yrs,6.881859016,,,
E06000044,Portsmouth,2020,Persons,All ages,,,,585.4396293
E06000044,Portsmouth,2021,Female,All ages,,,,212.3761475
E06000044,Portsmouth,2021,Male,All ages,,,,1317.417058
E06000044,Portsmouth,2021,Persons,16+ yrs,,7.111,,
E06000044,Portsmouth,2021,Persons,18+ yrs,,,3.023971554,
E06000044,Portsmouth,2021,Persons,6+ yrs,6.982325384,,,
E06000044,Portsmouth,2021,Persons,All ages,,,,710.719703
E06000044,Portsmouth,2022,Female,All ages,,,,200.55188
E06000044,Portsmouth,2022,Male,All ages,,,,1215.233805
E06000044,Portsmouth,2022,Persons,18+ yrs,,,3.18750498,
E06000044,Portsmouth,2022,Persons,6+ yrs,6.984905867,,,
E06000044,Portsmouth,2022,Persons,All ages,,,,660.9936987
E06000044,Portsmouth,2023,Female,All ages,,,,219.089074619215
E06000044,Portsmouth,2023,Male,All ages,,,,1335.16180138899
E06000044,Portsmouth,2023,Persons,18+ yrs,,,3.129748915,
E06000044,Portsmouth,2023,Persons,6+ yrs,6.944663444,,,
E06000044,Portsmouth,2023,Persons,All ages,,,,730.679604699027
E06000045,Southampton,2012,Persons,18+ yrs,,,3.711657495,
E06000045,Southampton,2014,Persons,18+ yrs,,,3.219388185,
E06000045,Southampton,2015,Persons,18+ yrs,,,3.022010599,
E06000045,Southampton,2016,Female,All ages,,,,235.0382769
E06000045,Southampton,2016,Male,All ages,,,,1341.373312
E06000045,Southampton,2016,Persons,18+ yrs,,,2.858287164,
E06000045,Southampton,2016,Persons,All ages,,,,736.2266456
E06000045,Southampton,2017,Female,All ages,,,,243.9858586
E06000045,Southampton,2017,Male,All ages,,,,1369.973403
E06000045,Southampton,2017,Persons,18+ yrs,,,2.621226244,
E06000045,Southampton,2017,Persons,All ages,,,,754.248857
E06000045,Southampton,2018,Female,All ages,,,,288.0923556
E06000045,Southampton,2018,Male,All ages,,,,1600.367885
E06000045,Southampton,2018,Persons,18+ yrs,,,2.478837869,
E06000045,Southampton,2018,Persons,All ages,,,,885.6071553
E06000045,Southampton,2019,Female,All ages,,,,336.8065414
E06000045,Southampton,2019,Male,All ages,,,,1793.998193
E06000045,Southampton,2019,Persons,18+ yrs,,,2.35994792,
E06000045,Southampton,2019,Persons,All ages,,,,1004.763173
E06000045,Southampton,2020,Female,All ages,,,,250.0809277
E06000045,Southampton,2020,Male,All ages,,,,1365.873076
E06000045,Southampton,2020,Persons,18+ yrs,,,2.318739815,
E06000045,Southampton,2020,Persons,6+ yrs,6.032987089,,,
E06000045,Southampton,2020,Persons,All ages,,,,760.6771311
E06000045,Southampton,2021,Female,All ages,,,,301.6898432
E06000045,Southampton,2021,Male,All ages,,,,1561.365095
E06000045,Southampton,2021,Persons,16+ yrs,,7.127,,
E06000045,Southampton,2021,Persons,18+ yrs,,,2.168427338,
E06000045,Southampton,2021,Persons,6+ yrs,6.080940583,,,
E06000045,Southampton,2021,Persons,All ages,,,,882.5083834
E06000045,Southampton,2022,Female,All ages,,,,323.0286372
E06000045,Southampton,2022,Male,All ages,,,,1680.280688
E06000045,Southampton,2022,Persons,18+ yrs,,,2.15031719,
E06000045,Southampton,2022,Persons,6+ yrs,6.094166183,,,
E06000045,Southampton,2022,Persons,All ages,,,,950.4324312
E06000045,Southampton,2023,Female,All ages,,,,323.717089117717
E06000045,Southampton,2023,Male,All ages,,,,1767.23113190064
E06000045,Southampton,2023,Persons,18+ yrs,,,2.450188376,
E06000045,Southampton,2023,Persons,6+ yrs,5.985815512,,,
E06000045,Southampton,2023,Persons,All ages,,,,990.433982764753
E06000046,Isle of Wight,2012,Persons,18+ yrs,,,4.388587171,
E06000046,Isle of Wight,2014,Persons,18+ yrs,,,4.350831902,
E06000046,Isle of Wight,2015,Persons,18+ yrs,,,4.192704796,
E06000046,Isle of Wight,2016,Female,All ages,,,,140.0146312
E06000046,Isle of Wight,2016,Male,All ages,,,,894.8423524
E06000046,Isle of Wight,2016,Persons,18+ yrs,,,4.209115959,
E06000046,Isle of Wight,2016,Persons,All ages,,,,486.4354299
E06000046,Isle of Wight,2017,Female,All ages,,,,135.9226497
E06000046,Isle of Wight,2017,Male,All ages,,,,887.99956
E06000046,Isle of Wight,2017,Persons,18+ yrs,,,4.008126615,
E06000046,Isle of Wight,2017,Persons,All ages,,,,481.7847766
E06000046,Isle of Wight,2018,Female,All ages,,,,154.3793256
E06000046,Isle of Wight,2018,Male,All ages,,,,1043.062971
E06000046,Isle of Wight,2018,Persons,18+ yrs,,,3.989775783,
E06000046,Isle of Wight,2018,Persons,All ages,,,,564.8734333
E06000046,Isle of Wight,2019,Female,All ages,,,,172.2809406
E06000046,Isle of Wight,2019,Male,All ages,,,,1187.495625
E06000046,Isle of Wight,2019,Persons,18+ yrs,,,4.01591415,
E06000046,Isle of Wight,2019,Persons,All ages,,,,643.0171714
E06000046,Isle of Wight,2020,Female,All ages,,,,143.5432075
E06000046,Isle of Wight,2020,Male,All ages,,,,979.7687421
E06000046,Isle of Wight,2020,Persons,18+ yrs,,,4.083685873,
E06000046,Isle of Wight,2020,Persons,6+ yrs,7.746580377,,,
E06000046,Isle of Wight,2020,Persons,All ages,,,,531.2636126
E06000046,Isle of Wight,2021,Female,All ages,,,,179.055859
E06000046,Isle of Wight,2021,Male,All ages,,,,1259.835622
E06000046,Isle of Wight,2021,Persons,16+ yrs,,9.802,,
E06000046,Isle of Wight,2021,Persons,18+ yrs,,,4.030145787,
E06000046,Isle of Wight,2021,Persons,6+ yrs,7.94493736,,,
E06000046,Isle of Wight,2021,Persons,All ages,,,,678.8861706
E06000046,Isle of Wight,2022,Female,All ages,,,,184.3234986
E06000046,Isle of Wight,2022,Male,All ages,,,,1263.920322
E06000046,Isle of Wight,2022,Persons,18+ yrs,,,3.95320926,
E06000046,Isle of Wight,2022,Persons,6+ yrs,8.182543046,,,
E06000046,Isle of Wight,2022,Persons,All ages,,,,684.5333992
E06000046,Isle of Wight,2023,Female,All ages,,,,205.29608790096
E06000046,Isle of Wight,2023,Male,All ages,,,,1346.62839384447
E06000046,Isle of Wight,2023,Persons,18+ yrs,,,4.800327667,
E06000046,Isle of Wight,2023,Persons,6+ yrs,8.26185942,,,
E06000046,Isle of Wight,2023,Persons,All ages,,,,733.57838530217
E06000047,County Durham,2012,Persons,18+ yrs,,,4.787602215,
E06000047,County Durham,2014,Persons,18+ yrs,,,4.507476699,
E06000047,County Durham,2015,Persons,18+ yrs,,,4.468517418,
E06000047,County Durham,2016,Female,All ages,,,,238.9131315
E06000047,County Durham,2016,Male,All ages,,,,1477.434056
E06000047,County Durham,2016,Persons,18+ yrs,,,4.423168312,
E06000047,County Durham,2016,Persons,All ages,,,,807.4440874
E06000047,County Durham,2017,Female,All ages,,,,220.5086469
E06000047,County Durham,2017,Male,All ages,,,,1380.566406
E06000047,County Durham,2017,Persons,18+ yrs,,,4.286364387,
E06000047,County Durham,2017,Persons,All ages,,,,754.2138885
E06000047,County Durham,2018,Female,All ages,,,,220.3522856
E06000047,County Durham,2018,Male,All ages,,,,1413.104979
E06000047,County Durham,2018,Persons,18+ yrs,,,4.315512452,
E06000047,County Durham,2018,Persons,All ages,,,,769.992049
E06000047,County Durham,2019,Female,All ages,,,,221.5047618
E06000047,County Durham,2019,Male,All ages,,,,1406.626909
E06000047,County Durham,2019,Persons,18+ yrs,,,4.225848285,
E06000047,County Durham,2019,Persons,All ages,,,,770.2983876
E06000047,County Durham,2020,Female,All ages,,,,164.7491904
E06000047,County Durham,2020,Male,All ages,,,,1100.978771
E06000047,County Durham,2020,Persons,18+ yrs,,,4.007109104,
E06000047,County Durham,2020,Persons,6+ yrs,7.283105801,,,
E06000047,County Durham,2020,Persons,All ages,,,,597.1161521
E06000047,County Durham,2021,Female,All ages,,,,221.1253865
E06000047,County Durham,2021,Male,All ages,,,,1448.505865
E06000047,County Durham,2021,Persons,16+ yrs,,8.455,,
E06000047,County Durham,2021,Persons,18+ yrs,,,4.030911158,
E06000047,County Durham,2021,Persons,6+ yrs,7.55823378,,,
E06000047,County Durham,2021,Persons,All ages,,,,789.1049087
E06000047,County Durham,2022,Female,All ages,,,,222.9228243
E06000047,County Durham,2022,Male,All ages,,,,1443.043718
E06000047,County Durham,2022,Persons,18+ yrs,,,4.352556418,
E06000047,County Durham,2022,Persons,6+ yrs,7.690795644,,,
E06000047,County Durham,2022,Persons,All ages,,,,790.7783882
E06000047,County Durham,2023,Female,All ages,,,,251.465346983539
E06000047,County Durham,2023,Male,All ages,,,,1601.33799622209
E06000047,County Durham,2023,Persons,18+ yrs,,,4.747284351,
E06000047,County Durham,2023,Persons,6+ yrs,7.891973608,,,
E06000047,County Durham,2023,Persons,All ages,,,,882.483086504488
E06000049,Cheshire East,2012,Persons,18+ yrs,,,4.811935217,
E06000049,Cheshire East,2014,Persons,18+ yrs,,,4.592685513,
E06000049,Cheshire East,2015,Persons,18+ yrs,,,4.693037975,
E06000049,Cheshire East,2016,Female,All ages,,,,206.9884934
E06000049,Cheshire East,2016,Male,All ages,,,,1268.66794
E06000049,Cheshire East,2016,Persons,18+ yrs,,,4.860097133,
E06000049,Cheshire East,2016,Persons,All ages,,,,694.7847508
E06000049,Cheshire East,2017,Female,All ages,,,,207.4259465
E06000049,Cheshire East,2017,Male,All ages,,,,1276.447689
E06000049,Cheshire East,2017,Persons,18+ yrs,,,4.847651448,
E06000049,Cheshire East,2017,Persons,All ages,,,,698.4253024
E06000049,Cheshire East,2018,Female,All ages,,,,211.6708275
E06000049,Cheshire East,2018,Male,All ages,,,,1265.344989
E06000049,Cheshire East,2018,Persons,18+ yrs,,,4.885777654,
E06000049,Cheshire East,2018,Persons,All ages,,,,696.8674445
E06000049,Cheshire East,2019,Female,All ages,,,,215.2961219
E06000049,Cheshire East,2019,Male,All ages,,,,1336.1866
E06000049,Cheshire East,2019,Persons,18+ yrs,,,4.701986152,
E06000049,Cheshire East,2019,Persons,All ages,,,,732.2374314
E06000049,Cheshire East,2020,Female,All ages,,,,156.319476
E06000049,Cheshire East,2020,Male,All ages,,,,952.7693027
E06000049,Cheshire East,2020,Persons,18+ yrs,,,4.59120835,
E06000049,Cheshire East,2020,Persons,6+ yrs,6.797920049,,,
E06000049,Cheshire East,2020,Persons,All ages,,,,523.4819869
E06000049,Cheshire East,2021,Female,All ages,,,,191.9030016
E06000049,Cheshire East,2021,Male,All ages,,,,1170.588721
E06000049,Cheshire East,2021,Persons,16+ yrs,,7.063,,
E06000049,Cheshire East,2021,Persons,18+ yrs,,,4.614342712,
E06000049,Cheshire East,2021,Persons,6+ yrs,6.834778784,,,
E06000049,Cheshire East,2021,Persons,All ages,,,,643.3222138
E06000049,Cheshire East,2022,Female,All ages,,,,190.0124342
E06000049,Cheshire East,2022,Male,All ages,,,,1178.501168
E06000049,Cheshire East,2022,Persons,18+ yrs,,,5.030563429,
E06000049,Cheshire East,2022,Persons,6+ yrs,6.90053328,,,
E06000049,Cheshire East,2022,Persons,All ages,,,,646.3347109
E06000049,Cheshire East,2023,Female,All ages,,,,214.634093815391
E06000049,Cheshire East,2023,Male,All ages,,,,1286.43590674491
E06000049,Cheshire East,2023,Persons,18+ yrs,,,5.287001714,
E06000049,Cheshire East,2023,Persons,6+ yrs,6.900139122,,,
E06000049,Cheshire East,2023,Persons,All ages,,,,711.045961353344
E06000050,Cheshire West and Chester,2012,Persons,18+ yrs,,,4.135460935,
E06000050,Cheshire West and Chester,2014,Persons,18+ yrs,,,4.018552439,
E06000050,Cheshire West and Chester,2015,Persons,18+ yrs,,,4.060999562,
E06000050,Cheshire West and Chester,2016,Female,All ages,,,,217.8084052
E06000050,Cheshire West and Chester,2016,Male,All ages,,,,1233.543937
E06000050,Cheshire West and Chester,2016,Persons,18+ yrs,,,4.08112194,
E06000050,Cheshire West and Chester,2016,Persons,All ages,,,,681.0081051
E06000050,Cheshire West and Chester,2017,Female,All ages,,,,209.9722521
E06000050,Cheshire West and Chester,2017,Male,All ages,,,,1242.811586
E06000050,Cheshire West and Chester,2017,Persons,18+ yrs,,,4.105495251,
E06000050,Cheshire West and Chester,2017,Persons,All ages,,,,681.9183599
E06000050,Cheshire West and Chester,2018,Female,All ages,,,,204.3345924
E06000050,Cheshire West and Chester,2018,Male,All ages,,,,1234.029101
E06000050,Cheshire West and Chester,2018,Persons,18+ yrs,,,3.960349604,
E06000050,Cheshire West and Chester,2018,Persons,All ages,,,,676.6050725
E06000050,Cheshire West and Chester,2019,Female,All ages,,,,210.3317066
E06000050,Cheshire West and Chester,2019,Male,All ages,,,,1282.475109
E06000050,Cheshire West and Chester,2019,Persons,18+ yrs,,,3.897144111,
E06000050,Cheshire West and Chester,2019,Persons,All ages,,,,705.5124777
E06000050,Cheshire West and Chester,2020,Female,All ages,,,,160.0280609
E06000050,Cheshire West and Chester,2020,Male,All ages,,,,940.268869
E06000050,Cheshire West and Chester,2020,Persons,18+ yrs,,,3.728681196,
E06000050,Cheshire West and Chester,2020,Persons,6+ yrs,7.041773618,,,
E06000050,Cheshire West and Chester,2020,Persons,All ages,,,,517.3342203
E06000050,Cheshire West and Chester,2021,Female,All ages,,,,202.6829205
E06000050,Cheshire West and Chester,2021,Male,All ages,,,,1215.146402
E06000050,Cheshire West and Chester,2021,Persons,16+ yrs,,7.181,,
E06000050,Cheshire West and Chester,2021,Persons,18+ yrs,,,3.977698942,
E06000050,Cheshire West and Chester,2021,Persons,6+ yrs,7.167582634,,,
E06000050,Cheshire West and Chester,2021,Persons,All ages,,,,668.0162745
E06000050,Cheshire West and Chester,2022,Female,All ages,,,,202.4621485
E06000050,Cheshire West and Chester,2022,Male,All ages,,,,1257.653042
