Area Code,Area Name,Year,Sex,Age,Respiratory (%),Type 2 Diabetes (%),CKD (%),Alcohol-related CVD (rate)
E06000001,Hartlepool,2012,Persons,18+ yrs,,,4.851455837,
E06000001,Hartlepool,2014,Persons,18+ yrs,,,4.231182828,
E06000001,Hartlepool,2015,Persons,18+ yrs,,,4.064044278,
E06000001,Hartlepool,2016,Female,All ages,,,,250.9538039
E06000001,Hartlepool,2016,Male,All ages,,,,1634.432218
E06000001,Hartlepool,2016,Persons,18+ yrs,,,4.985379732,
E06000001,Hartlepool,2016,Persons,All ages,,,,882.8923206
E06000001,Hartlepool,2017,Female,All ages,,,,272.2795239
E06000001,Hartlepool,2017,Male,All ages,,,,1732.295172
E06000001,Hartlepool,2017,Persons,18+ yrs,,,4.726537896,
E06000001,Hartlepool,2017,Persons,All ages,,,,941.2718734
E06000001,Hartlepool,2018,Female,All ages,,,,305.9019432
E06000001,Hartlepool,2018,Male,All ages,,,,1955.789534
E06000001,Hartlepool,2018,Persons,18+ yrs,,,4.908079595,
E06000001,Hartlepool,2018,Persons,All ages,,,,1059.830569
E06000001,Hartlepool,2019,Female,All ages,,,,315.7793875
E06000001,Hartlepool,2019,Male,All ages,,,,1957.586384
E06000001,Hartlepool,2019,Persons,18+ yrs,,,4.705345502,
E06000001,Hartlepool,2019,Persons,All ages,,,,1063.201378
E06000001,Hartlepool,2020,Female,All ages,,,,216.4564913
E06000001,Hartlepool,2020,Male,All ages,,,,1442.936269
E06000001,Hartlepool,2020,Persons,18+ yrs,,,4.645050484,
E06000001,Hartlepool,2020,Persons,6+ yrs,7.169973261,,,
E06000001,Hartlepool,2020,Persons,All ages,,,,775.5718067
E06000001,Hartlepool,2021,Female,All ages,,,,285.5336509
E06000001,Hartlepool,2021,Male,All ages,,,,1811.761381
E06000001,Hartlepool,2021,Persons,16+ yrs,,8.485,,
E06000001,Hartlepool,2021,Persons,18+ yrs,,,4.600810157,
E06000001,Hartlepool,2021,Persons,6+ yrs,7.439779465,,,
E06000001,Hartlepool,2021,Persons,All ages,,,,979.7321484
E06000001,Hartlepool,2022,Female,All ages,,,,297.365015
E06000001,Hartlepool,2022,Male,All ages,,,,1767.679676
E06000001,Hartlepool,2022,Persons,18+ yrs,,,4.606861447,
E06000001,Hartlepool,2022,Persons,6+ yrs,7.633330799,,,
E06000001,Hartlepool,2022,Persons,All ages,,,,970.2659771
E06000001,Hartlepool,2023,Female,All ages,,,,311.27571822551
E06000001,Hartlepool,2023,Male,All ages,,,,1804.4867605967
E06000001,Hartlepool,2023,Persons,18+ yrs,,,4.683808024,
E06000001,Hartlepool,2023,Persons,6+ yrs,7.632251552,,,
E06000001,Hartlepool,2023,Persons,All ages,,,,999.259928653186
E06000002,Middlesbrough,2012,Persons,18+ yrs,,,4.144354906,
E06000002,Middlesbrough,2014,Persons,18+ yrs,,,3.788449022,
E06000002,Middlesbrough,2015,Persons,18+ yrs,,,3.720722549,
E06000002,Middlesbrough,2016,Female,All ages,,,,279.1799526
E06000002,Middlesbrough,2016,Male,All ages,,,,1777.236559
E06000002,Middlesbrough,2016,Persons,18+ yrs,,,3.607271197,
E06000002,Middlesbrough,2016,Persons,All ages,,,,960.9213426
E06000002,Middlesbrough,2017,Female,All ages,,,,272.7763819
E06000002,Middlesbrough,2017,Male,All ages,,,,1742.885795
E06000002,Middlesbrough,2017,Persons,18+ yrs,,,3.445444446,
E06000002,Middlesbrough,2017,Persons,All ages,,,,942.010075
E06000002,Middlesbrough,2018,Female,All ages,,,,287.5789703
E06000002,Middlesbrough,2018,Male,All ages,,,,1731.150537
E06000002,Middlesbrough,2018,Persons,18+ yrs,,,3.366441065,
E06000002,Middlesbrough,2018,Persons,All ages,,,,944.627234
E06000002,Middlesbrough,2019,Female,All ages,,,,276.7387854
E06000002,Middlesbrough,2019,Male,All ages,,,,1694.919581
E06000002,Middlesbrough,2019,Persons,18+ yrs,,,3.252244562,
E06000002,Middlesbrough,2019,Persons,All ages,,,,924.2109804
E06000002,Middlesbrough,2020,Female,All ages,,,,197.9634972
E06000002,Middlesbrough,2020,Male,All ages,,,,1224.85966
E06000002,Middlesbrough,2020,Persons,18+ yrs,,,3.063101302,
E06000002,Middlesbrough,2020,Persons,6+ yrs,6.27046894,,,
E06000002,Middlesbrough,2020,Persons,All ages,,,,664.3265939
E06000002,Middlesbrough,2021,Female,All ages,,,,254.5022769
E06000002,Middlesbrough,2021,Male,All ages,,,,1531.608525
E06000002,Middlesbrough,2021,Persons,16+ yrs,,8.468,,
E06000002,Middlesbrough,2021,Persons,18+ yrs,,,3.046851663,
E06000002,Middlesbrough,2021,Persons,6+ yrs,6.379610879,,,
E06000002,Middlesbrough,2021,Persons,All ages,,,,837.0540293
E06000002,Middlesbrough,2022,Female,All ages,,,,261.7839781
E06000002,Middlesbrough,2022,Male,All ages,,,,1668.992037
E06000002,Middlesbrough,2022,Persons,18+ yrs,,,3.157641794,
E06000002,Middlesbrough,2022,Persons,6+ yrs,6.432388644,,,
E06000002,Middlesbrough,2022,Persons,All ages,,,,907.6004415
E06000002,Middlesbrough,2023,Female,All ages,,,,292.985547548788
E06000002,Middlesbrough,2023,Male,All ages,,,,1741.49494385674
E06000002,Middlesbrough,2023,Persons,18+ yrs,,,3.476423272,
E06000002,Middlesbrough,2023,Persons,6+ yrs,6.55029435,,,
E06000002,Middlesbrough,2023,Persons,All ages,,,,957.300805841721
E06000003,Redcar and Cleveland,2012,Persons,18+ yrs,,,4.329525512,
E06000003,Redcar and Cleveland,2014,Persons,18+ yrs,,,3.891522248,
E06000003,Redcar and Cleveland,2015,Persons,18+ yrs,,,3.66083149,
E06000003,Redcar and Cleveland,2016,Female,All ages,,,,260.5452585
E06000003,Redcar and Cleveland,2016,Male,All ages,,,,1589.088861
E06000003,Redcar and Cleveland,2016,Persons,18+ yrs,,,3.60979921,
E06000003,Redcar and Cleveland,2016,Persons,All ages,,,,867.0378757
E06000003,Redcar and Cleveland,2017,Female,All ages,,,,273.2704887
E06000003,Redcar and Cleveland,2017,Male,All ages,,,,1590.093888
E06000003,Redcar and Cleveland,2017,Persons,18+ yrs,,,3.456844259,
E06000003,Redcar and Cleveland,2017,Persons,All ages,,,,877.7316698
E06000003,Redcar and Cleveland,2018,Female,All ages,,,,270.2690182
E06000003,Redcar and Cleveland,2018,Male,All ages,,,,1595.526062
E06000003,Redcar and Cleveland,2018,Persons,18+ yrs,,,3.466317855,
E06000003,Redcar and Cleveland,2018,Persons,All ages,,,,878.4395208
E06000003,Redcar and Cleveland,2019,Female,All ages,,,,241.3888347
E06000003,Redcar and Cleveland,2019,Male,All ages,,,,1472.373386
E06000003,Redcar and Cleveland,2019,Persons,18+ yrs,,,3.548422119,
E06000003,Redcar and Cleveland,2019,Persons,All ages,,,,807.7994692
E06000003,Redcar and Cleveland,2020,Female,All ages,,,,172.9331716
E06000003,Redcar and Cleveland,2020,Male,All ages,,,,1046.211916
E06000003,Redcar and Cleveland,2020,Persons,18+ yrs,,,3.566548114,
E06000003,Redcar and Cleveland,2020,Persons,6+ yrs,7.215157622,,,
E06000003,Redcar and Cleveland,2020,Persons,All ages,,,,575.4408555
E06000003,Redcar and Cleveland,2021,Female,All ages,,,,229.7683112
E06000003,Redcar and Cleveland,2021,Male,All ages,,,,1371.402701
E06000003,Redcar and Cleveland,2021,Persons,16+ yrs,,8.761,,
E06000003,Redcar and Cleveland,2021,Persons,18+ yrs,,,3.667168607,
E06000003,Redcar and Cleveland,2021,Persons,6+ yrs,7.523199803,,,
E06000003,Redcar and Cleveland,2021,Persons,All ages,,,,757.4255313
E06000003,Redcar and Cleveland,2022,Female,All ages,,,,238.3328539
E06000003,Redcar and Cleveland,2022,Male,All ages,,,,1609.055026
E06000003,Redcar and Cleveland,2022,Persons,18+ yrs,,,4.094239333,
E06000003,Redcar and Cleveland,2022,Persons,6+ yrs,7.677343259,,,
E06000003,Redcar and Cleveland,2022,Persons,All ages,,,,875.5904582
E06000003,Redcar and Cleveland,2023,Female,All ages,,,,268.937271861731
E06000003,Redcar and Cleveland,2023,Male,All ages,,,,1710.05044129911
E06000003,Redcar and Cleveland,2023,Persons,18+ yrs,,,4.832332176,
E06000003,Redcar and Cleveland,2023,Persons,6+ yrs,7.817688816,,,
E06000003,Redcar and Cleveland,2023,Persons,All ages,,,,940.43899500031
E06000004,Stockton-on-Tees,2012,Persons,18+ yrs,,,4.066697491,
E06000004,Stockton-on-Tees,2014,Persons,18+ yrs,,,3.821915033,
E06000004,Stockton-on-Tees,2015,Persons,18+ yrs,,,3.721642417,
E06000004,Stockton-on-Tees,2016,Female,All ages,,,,266.3555858
E06000004,Stockton-on-Tees,2016,Male,All ages,,,,1592.013366
E06000004,Stockton-on-Tees,2016,Persons,18+ yrs,,,4.253411631,
E06000004,Stockton-on-Tees,2016,Persons,All ages,,,,872.4827275
E06000004,Stockton-on-Tees,2017,Female,All ages,,,,297.1708417
E06000004,Stockton-on-Tees,2017,Male,All ages,,,,1765.080851
E06000004,Stockton-on-Tees,2017,Persons,18+ yrs,,,4.06752869,
E06000004,Stockton-on-Tees,2017,Persons,All ages,,,,971.2769557
E06000004,Stockton-on-Tees,2018,Female,All ages,,,,309.4507865
E06000004,Stockton-on-Tees,2018,Male,All ages,,,,1971.348218
E06000004,Stockton-on-Tees,2018,Persons,18+ yrs,,,3.905753162,
E06000004,Stockton-on-Tees,2018,Persons,All ages,,,,1069.582154
E06000004,Stockton-on-Tees,2019,Female,All ages,,,,305.8635269
E06000004,Stockton-on-Tees,2019,Male,All ages,,,,1882.203771
E06000004,Stockton-on-Tees,2019,Persons,18+ yrs,,,3.817755603,
E06000004,Stockton-on-Tees,2019,Persons,All ages,,,,1031.8757
E06000004,Stockton-on-Tees,2020,Female,All ages,,,,194.4859371
E06000004,Stockton-on-Tees,2020,Male,All ages,,,,1298.819402
E06000004,Stockton-on-Tees,2020,Persons,18+ yrs,,,3.620435402,
E06000004,Stockton-on-Tees,2020,Persons,6+ yrs,7.141956565,,,
E06000004,Stockton-on-Tees,2020,Persons,All ages,,,,701.4785194
E06000004,Stockton-on-Tees,2021,Female,All ages,,,,262.986393
E06000004,Stockton-on-Tees,2021,Male,All ages,,,,1635.818305
E06000004,Stockton-on-Tees,2021,Persons,16+ yrs,,7.577,,
E06000004,Stockton-on-Tees,2021,Persons,18+ yrs,,,3.83674632,
E06000004,Stockton-on-Tees,2021,Persons,6+ yrs,7.298252187,,,
E06000004,Stockton-on-Tees,2021,Persons,All ages,,,,895.9237907
E06000004,Stockton-on-Tees,2022,Female,All ages,,,,262.778438
E06000004,Stockton-on-Tees,2022,Male,All ages,,,,1616.906598
E06000004,Stockton-on-Tees,2022,Persons,18+ yrs,,,3.989011056,
E06000004,Stockton-on-Tees,2022,Persons,6+ yrs,7.492738995,,,
E06000004,Stockton-on-Tees,2022,Persons,All ages,,,,886.0247759
E06000004,Stockton-on-Tees,2023,Female,All ages,,,,287.757775415853
E06000004,Stockton-on-Tees,2023,Male,All ages,,,,1757.43034409588
E06000004,Stockton-on-Tees,2023,Persons,18+ yrs,,,4.168673828,
E06000004,Stockton-on-Tees,2023,Persons,6+ yrs,7.55800702,,,
E06000004,Stockton-on-Tees,2023,Persons,All ages,,,,967.941033543163
E06000005,Darlington,2012,Persons,18+ yrs,,,4.611595139,
E06000005,Darlington,2014,Persons,18+ yrs,,,4.225411917,
E06000005,Darlington,2015,Persons,18+ yrs,,,4.572018682,
E06000005,Darlington,2016,Female,All ages,,,,225.3990471
E06000005,Darlington,2016,Male,All ages,,,,1513.94608
E06000005,Darlington,2016,Persons,18+ yrs,,,4.638814331,
E06000005,Darlington,2016,Persons,All ages,,,,814.6252949
E06000005,Darlington,2017,Female,All ages,,,,206.4370051
E06000005,Darlington,2017,Male,All ages,,,,1330.620401
E06000005,Darlington,2017,Persons,18+ yrs,,,4.484143567,
E06000005,Darlington,2017,Persons,All ages,,,,723.4521309
E06000005,Darlington,2018,Female,All ages,,,,212.5137571
E06000005,Darlington,2018,Male,All ages,,,,1310.859364
E06000005,Darlington,2018,Persons,18+ yrs,,,4.331236703,
E06000005,Darlington,2018,Persons,All ages,,,,715.0375929
E06000005,Darlington,2019,Female,All ages,,,,196.7209939
E06000005,Darlington,2019,Male,All ages,,,,1341.344817
E06000005,Darlington,2019,Persons,18+ yrs,,,4.268026052,
E06000005,Darlington,2019,Persons,All ages,,,,726.0512262
E06000005,Darlington,2020,Female,All ages,,,,158.301776
E06000005,Darlington,2020,Male,All ages,,,,1027.627965
E06000005,Darlington,2020,Persons,18+ yrs,,,4.113772592,
E06000005,Darlington,2020,Persons,6+ yrs,7.013198127,,,
E06000005,Darlington,2020,Persons,All ages,,,,558.5886704
E06000005,Darlington,2021,Female,All ages,,,,225.5894697
E06000005,Darlington,2021,Male,All ages,,,,1392.19204
E06000005,Darlington,2021,Persons,16+ yrs,,7.736,,
E06000005,Darlington,2021,Persons,18+ yrs,,,3.975631414,
E06000005,Darlington,2021,Persons,6+ yrs,7.128584131,,,
E06000005,Darlington,2021,Persons,All ages,,,,761.8986656
E06000005,Darlington,2022,Female,All ages,,,,220.2500319
E06000005,Darlington,2022,Male,All ages,,,,1404.562215
E06000005,Darlington,2022,Persons,18+ yrs,,,4.307005959,
E06000005,Darlington,2022,Persons,6+ yrs,7.319932682,,,
E06000005,Darlington,2022,Persons,All ages,,,,769.0566406
E06000005,Darlington,2023,Female,All ages,,,,254.017256011896
E06000005,Darlington,2023,Male,All ages,,,,1575.55218340753
E06000005,Darlington,2023,Persons,18+ yrs,,,4.348823992,
E06000005,Darlington,2023,Persons,6+ yrs,7.349093584,,,
E06000005,Darlington,2023,Persons,All ages,,,,868.086834503443
E06000006,Halton,2012,Persons,18+ yrs,,,4.481272159,
E06000006,Halton,2014,Persons,18+ yrs,,,4.257737367,
E06000006,Halton,2015,Persons,18+ yrs,,,4.113865213,
E06000006,Halton,2016,Female,All ages,,,,296.9218549
E06000006,Halton,2016,Male,All ages,,,,1662.329595
E06000006,Halton,2016,Persons,18+ yrs,,,4.073673229,
E06000006,Halton,2016,Persons,All ages,,,,927.8692282
E06000006,Halton,2017,Female,All ages,,,,292.6180022
E06000006,Halton,2017,Male,All ages,,,,1662.520149
E06000006,Halton,2017,Persons,18+ yrs,,,3.861235634,
E06000006,Halton,2017,Persons,All ages,,,,930.3368197
E06000006,Halton,2018,Female,All ages,,,,286.6241859
E06000006,Halton,2018,Male,All ages,,,,1649.785378
E06000006,Halton,2018,Persons,18+ yrs,,,3.926245211,
E06000006,Halton,2018,Persons,All ages,,,,919.3208019
E06000006,Halton,2019,Female,All ages,,,,309.7794847
E06000006,Halton,2019,Male,All ages,,,,1740.627425
E06000006,Halton,2019,Persons,18+ yrs,,,3.858845009,
E06000006,Halton,2019,Persons,All ages,,,,971.3034006
E06000006,Halton,2020,Female,All ages,,,,228.9468505
E06000006,Halton,2020,Male,All ages,,,,1284.648111
E06000006,Halton,2020,Persons,18+ yrs,,,3.724855339,
E06000006,Halton,2020,Persons,6+ yrs,7.591681396,,,
E06000006,Halton,2020,Persons,All ages,,,,715.0763785
E06000006,Halton,2021,Female,All ages,,,,302.7053959
E06000006,Halton,2021,Male,All ages,,,,1632.521837
E06000006,Halton,2021,Persons,16+ yrs,,8.277,,
E06000006,Halton,2021,Persons,18+ yrs,,,3.727230266,
E06000006,Halton,2021,Persons,6+ yrs,7.635951126,,,
E06000006,Halton,2021,Persons,All ages,,,,914.3786719
E06000006,Halton,2022,Female,All ages,,,,290.5787219
E06000006,Halton,2022,Male,All ages,,,,1669.190102
E06000006,Halton,2022,Persons,18+ yrs,,,3.680673675,
E06000006,Halton,2022,Persons,6+ yrs,7.67039882,,,
E06000006,Halton,2022,Persons,All ages,,,,927.9791193
E06000006,Halton,2023,Female,All ages,,,,341.188690568491
E06000006,Halton,2023,Male,All ages,,,,1868.70177583438
E06000006,Halton,2023,Persons,18+ yrs,,,4.101193493,
E06000006,Halton,2023,Persons,6+ yrs,7.71658575,,,
E06000006,Halton,2023,Persons,All ages,,,,1047.00459958644
E06000007,Warrington,2012,Persons,18+ yrs,,,4.206634879,
E06000007,Warrington,2014,Persons,18+ yrs,,,3.776023296,
E06000007,Warrington,2015,Persons,18+ yrs,,,3.71797197,
E06000007,Warrington,2016,Female,All ages,,,,228.6578994
E06000007,Warrington,2016,Male,All ages,,,,1400.634126
E06000007,Warrington,2016,Persons,18+ yrs,,,3.702947003,
E06000007,Warrington,2016,Persons,All ages,,,,764.0887861
E06000007,Warrington,2017,Female,All ages,,,,233.6650275
E06000007,Warrington,2017,Male,All ages,,,,1412.279417
E06000007,Warrington,2017,Persons,18+ yrs,,,3.456892721,
E06000007,Warrington,2017,Persons,All ages,,,,774.2921539
E06000007,Warrington,2018,Female,All ages,,,,237.9111336
E06000007,Warrington,2018,Male,All ages,,,,1428.890749
E06000007,Warrington,2018,Persons,18+ yrs,,,3.424657534,
E06000007,Warrington,2018,Persons,All ages,,,,783.4771875
E06000007,Warrington,2019,Female,All ages,,,,242.4863938
E06000007,Warrington,2019,Male,All ages,,,,1510.127825
E06000007,Warrington,2019,Persons,18+ yrs,,,3.464637625,
E06000007,Warrington,2019,Persons,All ages,,,,825.6036568
E06000007,Warrington,2020,Female,All ages,,,,176.2217673
E06000007,Warrington,2020,Male,All ages,,,,1106.593334
E06000007,Warrington,2020,Persons,18+ yrs,,,3.276950809,
E06000007,Warrington,2020,Persons,6+ yrs,6.681149717,,,
E06000007,Warrington,2020,Persons,All ages,,,,603.9253281
E06000007,Warrington,2021,Female,All ages,,,,214.4724207
E06000007,Warrington,2021,Male,All ages,,,,1366.41057
E06000007,Warrington,2021,Persons,16+ yrs,,7.146,,
E06000007,Warrington,2021,Persons,18+ yrs,,,3.225590054,
E06000007,Warrington,2021,Persons,6+ yrs,6.782024646,,,
E06000007,Warrington,2021,Persons,All ages,,,,745.6928085
E06000007,Warrington,2022,Female,All ages,,,,209.9512386
E06000007,Warrington,2022,Male,All ages,,,,1417.851157
E06000007,Warrington,2022,Persons,18+ yrs,,,3.238036288,
E06000007,Warrington,2022,Persons,6+ yrs,6.771908634,,,
E06000007,Warrington,2022,Persons,All ages,,,,767.8761322
E06000007,Warrington,2023,Female,All ages,,,,241.653633786581
E06000007,Warrington,2023,Male,All ages,,,,1606.6083557908
E06000007,Warrington,2023,Persons,18+ yrs,,,3.3825211,
E06000007,Warrington,2023,Persons,6+ yrs,6.796479455,,,
E06000007,Warrington,2023,Persons,All ages,,,,871.845320324525
E06000008,Blackburn with Darwen,2012,Persons,18+ yrs,,,3.656874993,
E06000008,Blackburn with Darwen,2014,Persons,18+ yrs,,,3.778601207,
E06000008,Blackburn with Darwen,2015,Persons,18+ yrs,,,3.632323669,
E06000008,Blackburn with Darwen,2016,Female,All ages,,,,303.6783055
E06000008,Blackburn with Darwen,2016,Male,All ages,,,,1856.791543
E06000008,Blackburn with Darwen,2016,Persons,18+ yrs,,,3.917136901,
E06000008,Blackburn with Darwen,2016,Persons,All ages,,,,1023.003084
E06000008,Blackburn with Darwen,2017,Female,All ages,,,,312.4075437
E06000008,Blackburn with Darwen,2017,Male,All ages,,,,1757.809387
E06000008,Blackburn with Darwen,2017,Persons,18+ yrs,,,3.591833152,
E06000008,Blackburn with Darwen,2017,Persons,All ages,,,,982.6340495
E06000008,Blackburn with Darwen,2018,Female,All ages,,,,349.5088255
E06000008,Blackburn with Darwen,2018,Male,All ages,,,,1837.336213
E06000008,Blackburn with Darwen,2018,Persons,18+ yrs,,,3.647528267,
E06000008,Blackburn with Darwen,2018,Persons,All ages,,,,1043.433271
E06000008,Blackburn with Darwen,2019,Female,All ages,,,,379.9802604
E06000008,Blackburn with Darwen,2019,Male,All ages,,,,1938.805604
E06000008,Blackburn with Darwen,2019,Persons,18+ yrs,,,3.561538348,
E06000008,Blackburn with Darwen,2019,Persons,All ages,,,,1111.114246
E06000008,Blackburn with Darwen,2020,Female,All ages,,,,271.2971722
E06000008,Blackburn with Darwen,2020,Male,All ages,,,,1556.241133
E06000008,Blackburn with Darwen,2020,Persons,18+ yrs,,,3.29551554,
E06000008,Blackburn with Darwen,2020,Persons,6+ yrs,7.7215532,,,
E06000008,Blackburn with Darwen,2020,Persons,All ages,,,,875.1313223
E06000008,Blackburn with Darwen,2021,Female,All ages,,,,322.0107857
E06000008,Blackburn with Darwen,2021,Male,All ages,,,,1799.810367
E06000008,Blackburn with Darwen,2021,Persons,16+ yrs,,10.2,,
E06000008,Blackburn with Darwen,2021,Persons,18+ yrs,,,3.262370123,
E06000008,Blackburn with Darwen,2021,Persons,6+ yrs,7.752048366,,,
E06000008,Blackburn with Darwen,2021,Persons,All ages,,,,1012.393655
E06000008,Blackburn with Darwen,2022,Female,All ages,,,,331.000849
E06000008,Blackburn with Darwen,2022,Male,All ages,,,,1827.286664
E06000008,Blackburn with Darwen,2022,Persons,18+ yrs,,,3.234276424,
E06000008,Blackburn with Darwen,2022,Persons,6+ yrs,7.782546663,,,
E06000008,Blackburn with Darwen,2022,Persons,All ages,,,,1037.070443
E06000008,Blackburn with Darwen,2023,Female,All ages,,,,250.22527248589
E06000008,Blackburn with Darwen,2023,Male,All ages,,,,1410.46236999037
E06000008,Blackburn with Darwen,2023,Persons,18+ yrs,,,3.235840986,
E06000008,Blackburn with Darwen,2023,Persons,6+ yrs,7.718870725,,,
E06000008,Blackburn with Darwen,2023,Persons,All ages,,,,800.860249971227
E06000009,Blackpool,2012,Persons,18+ yrs,,,8.500381636,
E06000009,Blackpool,2014,Persons,18+ yrs,,,7.98939094,
E06000009,Blackpool,2015,Persons,18+ yrs,,,7.84193961,
E06000009,Blackpool,2016,Female,All ages,,,,254.3472067
E06000009,Blackpool,2016,Male,All ages,,,,1411.985392
E06000009,Blackpool,2016,Persons,18+ yrs,,,7.608462736,
E06000009,Blackpool,2016,Persons,All ages,,,,791.9727066
E06000009,Blackpool,2017,Female,All ages,,,,240.0194153
E06000009,Blackpool,2017,Male,All ages,,,,1434.272914
E06000009,Blackpool,2017,Persons,18+ yrs,,,7.107014139,
E06000009,Blackpool,2017,Persons,All ages,,,,794.4638912
E06000009,Blackpool,2018,Female,All ages,,,,259.7487014
E06000009,Blackpool,2018,Male,All ages,,,,1469.154174
E06000009,Blackpool,2018,Persons,18+ yrs,,,7.068729473,
E06000009,Blackpool,2018,Persons,All ages,,,,827.4357867
E06000009,Blackpool,2019,Female,All ages,,,,266.4813734
E06000009,Blackpool,2019,Male,All ages,,,,1507.066768
E06000009,Blackpool,2019,Persons,18+ yrs,,,6.773880866,
E06000009,Blackpool,2019,Persons,All ages,,,,848.2160228
E06000009,Blackpool,2020,Female,All ages,,,,216.9608979
E06000009,Blackpool,2020,Male,All ages,,,,1211.462297
E06000009,Blackpool,2020,Persons,18+ yrs,,,6.203626496,
E06000009,Blackpool,2020,Persons,6+ yrs,7.852922583,,,
E06000009,Blackpool,2020,Persons,All ages,,,,683.9817667
E06000009,Blackpool,2021,Female,All ages,,,,269.8174266
E06000009,Blackpool,2021,Male,All ages,,,,1523.543511
E06000009,Blackpool,2021,Persons,16+ yrs,,9.692,,
E06000009,Blackpool,2021,Persons,18+ yrs,,,5.984320435,
E06000009,Blackpool,2021,Persons,6+ yrs,7.878389859,,,
E06000009,Blackpool,2021,Persons,All ages,,,,863.2353613
E06000009,Blackpool,2022,Female,All ages,,,,270.7263759
E06000009,Blackpool,2022,Male,All ages,,,,1582.660629
E06000009,Blackpool,2022,Persons,18+ yrs,,,5.819390535,
E06000009,Blackpool,2022,Persons,6+ yrs,7.934883443,,,
E06000009,Blackpool,2022,Persons,All ages,,,,892.4104392
E06000009,Blackpool,2023,Female,All ages,,,,295.81165857545
E06000009,Blackpool,2023,Male,All ages,,,,1830.79296781805
E06000009,Blackpool,2023,Persons,18+ yrs,,,5.682030165,
E06000009,Blackpool,2023,Persons,6+ yrs,8.050653934,,,
E06000009,Blackpool,2023,Persons,All ages,,,,1024.97319937628
E06000010,Kingston upon Hull,2012,Persons,18+ yrs,,,4.27052777,
E06000010,Kingston upon Hull,2014,Persons,18+ yrs,,,4.075572791,
E06000010,Kingston upon Hull,2015,Persons,18+ yrs,,,3.849204478,
E06000010,Kingston upon Hull,2016,Female,All ages,,,,339.9901646
E06000010,Kingston upon Hull,2016,Male,All ages,,,,1751.884537
E06000010,Kingston upon Hull,2016,Persons,18+ yrs,,,3.612902165,
E06000010,Kingston upon Hull,2016,Persons,All ages,,,,985.7680325
E06000010,Kingston upon Hull,2017,Female,All ages,,,,319.0101148
E06000010,Kingston upon Hull,2017,Male,All ages,,,,1767.304919
E06000010,Kingston upon Hull,2017,Persons,18+ yrs,,,3.624113265,
E06000010,Kingston upon Hull,2017,Persons,All ages,,,,986.232704
E06000010,Kingston upon Hull,2018,Female,All ages,,,,284.6841276
E06000010,Kingston upon Hull,2018,Male,All ages,,,,1564.603904
E06000010,Kingston upon Hull,2018,Persons,18+ yrs,,,3.498482037,
E06000010,Kingston upon Hull,2018,Persons,All ages,,,,878.0795724
E06000010,Kingston upon Hull,2019,Female,All ages,,,,277.0030522
E06000010,Kingston upon Hull,2019,Male,All ages,,,,1502.620006
E06000010,Kingston upon Hull,2019,Persons,18+ yrs,,,3.37286786,
E06000010,Kingston upon Hull,2019,Persons,All ages,,,,844.0313932
E06000010,Kingston upon Hull,2020,Female,All ages,,,,195.7336557
E06000010,Kingston upon Hull,2020,Male,All ages,,,,1093.320563
E06000010,Kingston upon Hull,2020,Persons,18+ yrs,,,3.132721866,
E06000010,Kingston upon Hull,2020,Persons,6+ yrs,6.391620653,,,
E06000010,Kingston upon Hull,2020,Persons,All ages,,,,611.5669829
E06000010,Kingston upon Hull,2021,Female,All ages,,,,217.0760427
E06000010,Kingston upon Hull,2021,Male,All ages,,,,1310.102437
E06000010,Kingston upon Hull,2021,Persons,16+ yrs,,8.066,,
E06000010,Kingston upon Hull,2021,Persons,18+ yrs,,,3.312169268,
E06000010,Kingston upon Hull,2021,Persons,6+ yrs,6.482649512,,,
E06000010,Kingston upon Hull,2021,Persons,All ages,,,,725.8573224
E06000010,Kingston upon Hull,2022,Female,All ages,,,,250.277537
E06000010,Kingston upon Hull,2022,Male,All ages,,,,1480.926808
E06000010,Kingston upon Hull,2022,Persons,18+ yrs,,,3.346120883,
E06000010,Kingston upon Hull,2022,Persons,6+ yrs,6.411164198,,,
E06000010,Kingston upon Hull,2022,Persons,All ages,,,,825.9025604
E06000010,Kingston upon Hull,2023,Female,All ages,,,,272.749318533651
E06000010,Kingston upon Hull,2023,Male,All ages,,,,1588.3512566236
E06000010,Kingston upon Hull,2023,Persons,18+ yrs,,,3.30932058,
E06000010,Kingston upon Hull,2023,Persons,6+ yrs,6.310752155,,,
E06000010,Kingston upon Hull,2023,Persons,All ages,,,,892.360775754444
E06000011,East Riding of Yorkshire,2012,Persons,18+ yrs,,,5.072022446,
E06000011,East Riding of Yorkshire,2014,Persons,18+ yrs,,,5.239577627,
E06000011,East Riding of Yorkshire,2015,Persons,18+ yrs,,,5.182378678,
E06000011,East Riding of Yorkshire,2016,Female,All ages,,,,228.6783606
E06000011,East Riding of Yorkshire,2016,Male,All ages,,,,1460.189849
E06000011,East Riding of Yorkshire,2016,Persons,18+ yrs,,,5.091243092,
E06000011,East Riding of Yorkshire,2016,Persons,All ages,,,,793.6293151
E06000011,East Riding of Yorkshire,2017,Female,All ages,,,,225.6396968
E06000011,East Riding of Yorkshire,2017,Male,All ages,,,,1449.017364
E06000011,East Riding of Yorkshire,2017,Persons,18+ yrs,,,5.126057459,
E06000011,East Riding of Yorkshire,2017,Persons,All ages,,,,791.1699489
E06000011,East Riding of Yorkshire,2018,Female,All ages,,,,205.2203539
